Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas302           Pavarde302          8     7     6     8     4     6     9     5     7     10    4     9     8     1     6     7     
Vardas303           Pavarde303          5     8     8     3     6     3     6     1     2     1     1     7     4     6     8     5     
Vardas304           Pavarde304          3     3     6     10    4     2     10    5     4     2     1     4     6     10    3     4     
Vardas305           Pavarde305          10    8     7     4     4     8     5     6     1     9     7     6     5     3     8     10    
Vardas306           Pavarde306          9     4     5     9     6     5     10    9     10    6     1     1     8     1     2     4     
Vardas307           Pavarde307          10    6     2     8     3     5     1     8     4     2     4     2     3     1     10    6     
Vardas308           Pavarde308          4     8     5     1     7     9     3     6     9     7     4     7     9     4     5     9     
Vardas309           Pavarde309          4     6     1     5     6     1     1     6     6     3     7     1     4     4     7     8     
Vardas310           Pavarde310          5     7     3     10    4     7     9     2     7     10    3     4     6     6     2     3     
Vardas311           Pavarde311          8     5     8     8     8     9     10    7     1     3     7     5     9     5     1     8     
Vardas312           Pavarde312          7     1     6     8     10    3     1     3     7     2     7     7     2     7     3     9     
Vardas313           Pavarde313          8     8     10    2     10    3     2     8     10    3     8     7     3     2     10    2     
Vardas314           Pavarde314          9     3     10    10    8     8     5     9     9     8     8     9     6     1     8     4     
Vardas315           Pavarde315          1     7     8     10    4     8     4     3     8     10    2     4     8     8     8     10    
Vardas316           Pavarde316          6     9     9     8     9     9     3     2     7     2     1     1     9     10    5     5     
Vardas317           Pavarde317          1     7     5     8     7     7     8     10    8     3     10    2     9     6     10    6     
Vardas318           Pavarde318          10    4     2     3     6     10    2     3     4     8     7     1     5     10    9     4     
Vardas319           Pavarde319          5     4     8     3     10    2     9     5     4     4     4     7     10    7     7     6     
Vardas320           Pavarde320          5     8     1     2     3     5     2     1     8     3     3     10    1     9     9     8     
Vardas321           Pavarde321          1     5     8     5     8     10    3     10    5     9     1     8     7     3     9     1     
Vardas322           Pavarde322          7     6     9     7     2     6     1     7     6     6     6     3     7     4     1     10    
Vardas323           Pavarde323          10    8     3     2     10    7     1     6     2     7     8     10    9     2     3     3     
Vardas324           Pavarde324          10    9     7     6     9     6     3     9     10    8     9     7     8     4     5     9     
Vardas325           Pavarde325          8     8     6     10    8     10    2     7     6     2     2     4     5     3     4     2     
Vardas326           Pavarde326          6     4     7     5     1     10    8     1     1     10    9     2     9     10    10    10    
Vardas327           Pavarde327          3     8     1     2     5     4     10    4     1     6     1     1     5     8     1     2     
Vardas328           Pavarde328          4     9     1     7     9     3     8     7     2     6     8     8     9     5     8     7     
Vardas329           Pavarde329          7     6     9     5     3     9     5     8     1     2     3     9     4     2     7     7     
Vardas330           Pavarde330          5     9     7     1     9     9     8     1     10    4     8     8     9     10    1     2     
Vardas331           Pavarde331          4     4     10    3     2     3     8     3     2     6     6     3     6     8     6     9     
Vardas332           Pavarde332          9     8     4     10    8     4     10    6     10    2     4     1     5     2     10    8     
Vardas333           Pavarde333          3     4     7     6     5     10    5     8     6     6     5     2     10    1     4     2     
Vardas334           Pavarde334          8     4     10    9     2     5     4     10    5     6     2     8     2     4     3     1     
Vardas335           Pavarde335          5     10    4     4     5     9     4     6     9     4     3     1     7     9     4     9     
Vardas336           Pavarde336          9     7     2     10    1     8     1     6     9     6     1     10    4     10    1     7     
Vardas337           Pavarde337          9     6     8     8     8     3     8     4     8     10    6     2     7     8     2     1     
Vardas338           Pavarde338          5     10    8     7     3     4     2     10    4     5     1     1     3     5     5     1     
Vardas339           Pavarde339          3     3     6     6     3     2     3     7     9     8     6     8     5     8     5     9     
Vardas340           Pavarde340          10    5     2     3     5     2     5     4     4     3     2     4     10    9     6     2     
Vardas341           Pavarde341          8     2     5     10    3     1     8     10    1     2     6     10    7     3     3     8     
Vardas342           Pavarde342          8     9     1     5     2     5     5     7     8     4     2     8     7     10    7     4     
Vardas343           Pavarde343          10    6     10    8     5     7     5     2     4     9     5     8     3     9     7     3     
Vardas344           Pavarde344          6     7     10    6     3     3     7     2     8     5     10    10    2     5     6     2     
Vardas345           Pavarde345          2     1     8     2     8     3     8     5     1     8     4     3     7     1     6     8     
Vardas346           Pavarde346          5     1     2     9     6     1     7     6     3     8     7     1     8     8     3     1     
Vardas347           Pavarde347          5     7     4     2     9     9     3     4     8     6     8     9     3     2     2     3     
Vardas348           Pavarde348          4     8     6     1     8     7     5     1     6     9     10    4     7     10    10    8     
Vardas349           Pavarde349          5     6     3     9     6     4     10    3     3     7     4     6     5     5     4     1     
Vardas350           Pavarde350          5     6     2     8     7     10    3     3     2     8     10    6     9     2     1     10    
Vardas351           Pavarde351          3     4     4     10    4     8     2     9     10    3     2     10    10    2     5     4     
Vardas352           Pavarde352          4     1     7     7     8     2     2     6     1     4     7     10    7     5     10    3     
Vardas353           Pavarde353          3     6     9     5     5     2     8     4     3     4     1     2     8     1     10    6     
Vardas354           Pavarde354          4     10    5     3     6     2     5     7     6     4     1     9     5     8     2     6     
Vardas355           Pavarde355          8     1     1     3     9     6     8     4     4     3     4     5     8     1     3     9     
Vardas356           Pavarde356          2     5     2     8     6     5     3     1     8     7     10    9     3     8     7     7     
Vardas357           Pavarde357          9     1     8     2     3     10    8     7     8     8     5     1     9     1     1     4     
Vardas358           Pavarde358          7     1     9     2     9     2     1     2     7     2     6     9     9     2     3     2     
Vardas359           Pavarde359          6     6     2     10    4     2     6     3     1     8     8     6     5     9     2     9     
Vardas360           Pavarde360          9     9     7     6     6     10    10    3     4     1     2     5     2     3     5     2     
Vardas361           Pavarde361          10    2     9     1     9     5     9     10    9     6     4     9     9     1     10    7     
Vardas362           Pavarde362          7     8     10    3     3     10    4     9     10    3     9     9     3     10    3     8     
Vardas363           Pavarde363          10    8     4     8     3     5     8     3     2     4     4     3     9     9     7     6     
Vardas364           Pavarde364          3     2     7     3     8     9     2     7     4     4     10    4     4     8     6     4     
Vardas365           Pavarde365          3     4     10    3     10    6     1     3     9     5     3     7     4     9     2     9     
Vardas366           Pavarde366          7     9     3     7     10    7     6     3     5     7     7     9     9     10    4     9     
Vardas367           Pavarde367          9     2     5     3     9     3     7     5     9     2     6     6     10    10    7     6     
Vardas368           Pavarde368          9     6     4     4     10    5     3     2     9     5     7     4     8     10    9     10    
Vardas369           Pavarde369          3     4     10    4     9     5     5     4     7     6     1     7     3     4     10    9     
Vardas370           Pavarde370          9     9     10    5     9     10    9     5     2     6     9     8     3     10    10    2     
Vardas371           Pavarde371          7     9     8     9     5     2     6     8     4     6     8     10    6     8     6     2     
Vardas372           Pavarde372          10    2     4     2     7     9     6     10    1     1     9     2     4     5     7     3     
Vardas373           Pavarde373          4     4     1     3     6     1     1     6     9     9     3     10    1     9     5     1     
Vardas374           Pavarde374          5     6     3     1     1     7     7     5     9     8     5     8     5     10    8     10    
Vardas375           Pavarde375          4     5     2     2     1     7     1     8     10    9     3     6     5     7     10    5     
Vardas376           Pavarde376          4     2     10    1     3     8     8     2     6     7     10    5     7     2     1     8     
Vardas377           Pavarde377          1     9     8     1     6     4     7     10    3     4     7     4     10    2     8     6     
Vardas378           Pavarde378          6     10    2     8     3     3     1     10    6     4     6     8     6     2     3     10    
Vardas379           Pavarde379          7     2     7     7     9     7     3     9     2     5     7     5     3     10    1     5     
Vardas380           Pavarde380          3     1     2     1     10    1     5     2     6     3     7     10    7     5     2     10    
Vardas381           Pavarde381          9     3     3     7     3     7     3     3     1     8     3     6     3     7     4     9     
Vardas382           Pavarde382          1     8     5     6     7     8     10    1     7     8     5     5     5     4     7     7     
Vardas383           Pavarde383          5     1     1     6     7     7     1     7     9     10    3     2     5     3     9     1     
Vardas384           Pavarde384          2     8     4     9     10    4     7     1     1     5     4     4     6     6     4     7     
Vardas385           Pavarde385          4     2     3     3     3     8     3     4     7     9     10    6     4     6     3     6     
Vardas386           Pavarde386          7     2     2     1     10    6     10    10    5     3     3     9     10    10    1     5     
Vardas387           Pavarde387          7     6     8     9     3     3     8     10    4     4     3     4     4     3     8     7     
Vardas388           Pavarde388          8     9     5     9     6     9     1     8     6     4     9     7     3     2     4     1     
Vardas389           Pavarde389          9     3     3     10    3     9     9     1     7     8     10    4     8     5     4     9     
Vardas390           Pavarde390          1     2     4     8     5     10    3     4     8     1     7     6     5     3     7     2     
Vardas391           Pavarde391          7     7     2     10    1     4     5     8     1     2     7     2     7     4     1     5     
Vardas392           Pavarde392          7     3     10    4     1     9     9     4     7     7     9     6     8     4     8     5     
Vardas393           Pavarde393          2     3     3     1     9     6     10    7     5     6     4     9     7     9     4     4     
Vardas394           Pavarde394          4     8     4     10    8     7     5     9     6     9     5     2     3     3     5     9     
Vardas395           Pavarde395          9     1     6     3     5     2     2     1     3     9     8     2     10    8     8     6     
Vardas396           Pavarde396          4     1     8     5     9     6     4     3     10    5     5     2     2     3     3     6     
Vardas397           Pavarde397          5     1     6     3     8     8     4     10    9     2     4     5     9     4     6     9     
Vardas398           Pavarde398          4     5     7     7     10    6     3     3     6     1     5     10    9     8     2     3     
Vardas399           Pavarde399          2     3     4     1     5     8     9     4     9     6     10    3     10    2     4     8     
Vardas400           Pavarde400          3     7     6     4     1     4     3     2     7     4     9     10    1     3     10    10    
Vardas401           Pavarde401          1     7     10    8     9     3     1     3     1     1     8     1     6     9     6     4     
Vardas402           Pavarde402          10    9     3     6     2     10    1     6     2     10    1     5     8     9     6     4     
Vardas403           Pavarde403          9     4     1     9     4     7     3     5     6     2     5     3     10    4     5     4     
Vardas404           Pavarde404          5     2     10    2     9     4     3     7     2     6     3     2     8     1     8     2     
Vardas405           Pavarde405          10    4     3     5     1     6     10    4     2     2     8     2     3     1     9     1     
Vardas406           Pavarde406          9     5     9     5     7     9     4     4     9     5     2     6     7     4     7     8     
Vardas407           Pavarde407          6     1     9     10    9     7     2     7     1     8     7     1     4     6     10    6     
Vardas408           Pavarde408          6     9     9     10    6     6     3     2     1     8     4     10    1     6     9     8     
Vardas409           Pavarde409          1     6     4     2     8     10    7     8     4     4     4     10    4     2     2     2     
Vardas410           Pavarde410          9     9     4     4     4     6     2     9     3     4     10    5     3     5     8     4     
Vardas411           Pavarde411          9     9     4     5     6     9     5     3     10    2     3     6     4     9     3     3     
Vardas412           Pavarde412          8     3     8     1     4     7     6     5     3     10    10    2     3     2     8     5     
Vardas413           Pavarde413          3     6     6     8     2     2     2     9     2     8     8     1     10    1     8     1     
Vardas414           Pavarde414          7     1     3     3     6     5     3     2     4     7     10    5     3     6     1     5     
Vardas415           Pavarde415          9     1     7     2     8     10    3     1     5     5     2     4     6     5     9     7     
Vardas416           Pavarde416          6     2     9     8     5     2     4     6     7     5     5     1     4     10    7     2     
Vardas417           Pavarde417          4     5     5     8     7     6     8     8     10    6     2     8     5     5     2     6     
Vardas418           Pavarde418          4     10    7     10    6     9     10    4     10    4     5     9     9     7     8     7     
Vardas419           Pavarde419          5     8     1     3     1     8     6     5     9     10    7     9     10    9     8     1     
Vardas420           Pavarde420          5     6     4     5     1     10    9     6     7     1     1     1     1     10    10    9     
Vardas421           Pavarde421          9     2     4     3     6     1     7     5     6     8     5     3     6     3     4     10    
Vardas422           Pavarde422          8     4     10    10    8     5     4     1     6     6     10    9     9     7     8     6     
Vardas423           Pavarde423          9     5     4     9     1     10    8     6     9     7     5     6     2     2     8     1     
Vardas424           Pavarde424          10    2     7     9     6     7     4     10    9     9     5     10    1     10    2     9     
Vardas425           Pavarde425          3     10    10    8     5     7     8     10    7     9     2     3     10    4     3     5     
Vardas426           Pavarde426          6     9     9     3     7     3     3     5     8     3     7     1     6     5     10    6     
Vardas427           Pavarde427          4     8     6     1     5     9     10    8     7     1     5     1     3     2     9     10    
Vardas428           Pavarde428          2     4     3     4     8     10    2     1     3     6     9     9     2     3     4     7     
Vardas429           Pavarde429          9     9     1     7     2     2     9     1     1     1     1     8     4     9     2     1     
Vardas430           Pavarde430          9     8     5     7     4     7     1     10    7     10    10    7     1     7     4     2     
Vardas431           Pavarde431          9     1     10    3     10    2     9     4     4     3     4     9     7     8     2     3     
Vardas432           Pavarde432          8     10    7     3     4     9     6     2     2     3     10    2     9     10    6     9     
Vardas433           Pavarde433          4     10    3     2     10    6     5     9     9     4     7     4     9     6     4     7     
Vardas434           Pavarde434          6     4     3     5     8     6     8     5     4     5     4     6     5     6     2     7     
Vardas435           Pavarde435          1     4     2     3     8     2     3     4     6     10    6     1     4     7     7     10    
Vardas436           Pavarde436          5     2     1     8     6     9     6     6     7     9     10    3     9     3     5     3     
Vardas437           Pavarde437          4     6     10    5     7     2     7     9     6     1     3     3     7     2     6     8     
Vardas438           Pavarde438          9     5     5     9     6     5     5     1     5     2     8     5     6     8     2     2     
Vardas439           Pavarde439          5     7     1     5     7     4     8     8     1     5     1     6     9     5     3     5     
Vardas440           Pavarde440          10    9     4     4     3     10    7     1     9     2     6     9     6     6     10    2     
Vardas441           Pavarde441          9     10    6     6     6     5     10    4     1     2     3     1     8     6     8     2     
Vardas442           Pavarde442          10    4     7     7     3     3     8     7     8     2     2     10    4     1     6     5     
Vardas443           Pavarde443          8     5     2     9     5     7     9     1     9     1     2     4     7     4     4     1     
Vardas444           Pavarde444          1     3     8     5     8     8     7     10    2     2     8     4     7     8     10    2     
Vardas445           Pavarde445          2     9     5     6     9     4     8     6     1     5     10    7     6     2     9     4     
Vardas446           Pavarde446          7     6     8     4     5     7     8     7     6     3     9     1     8     9     8     10    
Vardas447           Pavarde447          9     6     1     1     1     7     6     4     1     6     4     6     7     6     5     9     
Vardas448           Pavarde448          1     7     2     10    7     9     7     1     10    3     7     10    4     3     10    10    
Vardas449           Pavarde449          1     3     5     3     6     7     3     6     1     6     2     6     6     10    4     7     
Vardas450           Pavarde450          5     10    7     10    10    6     10    7     8     8     1     7     1     4     9     9     
Vardas451           Pavarde451          3     10    3     3     10    9     9     2     2     5     7     8     5     9     10    2     
Vardas452           Pavarde452          3     2     10    3     3     4     6     6     1     9     5     3     1     9     9     9     
Vardas453           Pavarde453          3     9     1     10    9     5     2     5     7     5     1     10    5     3     3     1     
Vardas454           Pavarde454          8     7     4     9     2     7     5     10    6     1     9     10    9     3     8     9     
Vardas455           Pavarde455          6     9     6     8     1     9     6     8     7     5     1     3     6     8     9     10    
Vardas456           Pavarde456          4     3     4     4     3     5     6     9     7     9     6     9     1     3     2     9     
Vardas457           Pavarde457          3     3     4     8     7     3     1     10    6     6     3     1     2     4     4     6     
Vardas458           Pavarde458          4     10    8     10    7     2     2     7     8     8     9     6     5     8     8     6     
Vardas459           Pavarde459          6     1     7     6     6     2     10    8     7     3     2     8     6     3     6     2     
Vardas460           Pavarde460          10    3     2     3     9     7     3     7     10    7     3     1     2     8     5     9     
Vardas461           Pavarde461          1     2     9     4     2     8     8     9     10    5     2     2     5     10    1     5     
Vardas462           Pavarde462          7     3     7     3     9     3     6     10    2     1     10    8     3     2     6     7     
Vardas463           Pavarde463          4     1     9     4     2     10    4     5     3     3     8     9     2     4     6     4     
Vardas464           Pavarde464          10    4     8     5     1     9     5     5     1     5     3     7     1     10    8     10    
Vardas465           Pavarde465          1     1     9     9     7     7     2     9     1     4     3     7     9     3     8     6     
Vardas466           Pavarde466          6     4     7     9     4     10    10    3     1     5     6     6     4     6     5     10    
Vardas467           Pavarde467          10    6     3     5     4     4     7     10    7     7     7     9     1     2     7     3     
Vardas468           Pavarde468          4     1     10    5     3     5     1     8     9     10    7     7     8     4     8     5     
Vardas469           Pavarde469          10    4     4     1     7     3     2     3     7     7     4     8     6     1     10    8     
Vardas470           Pavarde470          2     7     3     10    4     4     4     7     10    5     6     9     9     9     3     1     
Vardas471           Pavarde471          9     9     7     9     5     2     7     5     2     2     10    7     3     10    5     10    
Vardas472           Pavarde472          8     8     2     3     10    5     7     1     6     8     8     3     4     4     3     1     
Vardas473           Pavarde473          3     1     3     5     7     8     3     2     3     3     4     10    8     10    5     2     
Vardas474           Pavarde474          10    9     2     6     1     5     3     1     7     1     10    6     8     8     6     3     
Vardas475           Pavarde475          1     8     8     9     6     2     5     8     6     7     5     1     4     4     8     8     
Vardas476           Pavarde476          10    10    2     7     2     6     1     8     3     6     8     10    9     6     5     10    
Vardas477           Pavarde477          7     3     1     7     2     10    2     3     2     4     3     5     1     3     4     9     
Vardas478           Pavarde478          8     8     2     4     9     2     10    3     4     3     9     7     4     9     7     1     
Vardas479           Pavarde479          10    7     6     8     4     3     4     8     6     4     10    10    7     2     1     9     
Vardas480           Pavarde480          8     8     6     4     6     5     8     9     7     6     2     1     5     8     9     4     
Vardas481           Pavarde481          6     6     10    9     9     3     1     10    9     9     3     5     10    5     5     7     
Vardas482           Pavarde482          10    10    8     6     3     4     5     4     3     9     1     4     5     4     10    4     
Vardas483           Pavarde483          5     8     10    5     2     10    7     6     10    4     9     7     5     3     4     6     
Vardas484           Pavarde484          6     3     6     8     3     2     6     8     5     1     9     9     4     4     4     3     
Vardas485           Pavarde485          10    9     2     4     2     9     6     4     9     2     3     5     6     6     1     9     
Vardas486           Pavarde486          2     8     6     6     3     3     3     8     2     1     9     1     1     2     8     7     
Vardas487           Pavarde487          1     7     10    5     7     1     2     2     8     3     1     7     2     7     8     10    
Vardas488           Pavarde488          4     8     6     4     2     1     1     8     3     10    9     10    7     6     6     9     
Vardas489           Pavarde489          7     8     5     1     6     6     8     3     1     6     5     6     9     1     8     6     
Vardas490           Pavarde490          6     2     9     8     10    10    4     2     9     9     5     6     1     5     1     5     
Vardas491           Pavarde491          8     9     4     10    2     10    10    5     4     5     9     10    9     4     1     3     
Vardas492           Pavarde492          1     1     6     2     6     5     7     6     8     5     6     10    9     9     2     4     
Vardas493           Pavarde493          2     9     10    3     2     8     3     1     8     3     8     1     6     9     4     6     
Vardas494           Pavarde494          5     7     4     10    2     9     10    5     6     2     7     5     1     4     9     9     
Vardas495           Pavarde495          4     10    9     6     8     10    1     10    8     5     10    5     10    2     7     5     
Vardas496           Pavarde496          3     8     6     5     6     9     7     3     3     5     3     6     7     3     2     3     
Vardas497           Pavarde497          4     10    3     10    4     2     3     9     3     5     8     1     9     4     8     1     
Vardas498           Pavarde498          6     5     4     1     9     6     10    2     3     8     2     5     3     9     7     1     
Vardas499           Pavarde499          9     3     3     9     5     2     10    8     8     3     7     7     4     5     6     7     
Vardas500           Pavarde500          2     4     5     9     3     6     5     1     8     7     9     8     10    7     2     8     
Vardas501           Pavarde501          5     1     1     2     5     4     6     9     8     4     10    4     4     3     4     1     
Vardas502           Pavarde502          7     2     10    9     2     2     1     6     2     9     6     7     6     1     3     1     
Vardas503           Pavarde503          3     8     6     1     7     2     3     4     1     6     5     7     4     3     3     8     
Vardas504           Pavarde504          4     1     9     6     8     2     3     3     2     3     8     10    6     3     6     2     
Vardas505           Pavarde505          8     1     4     2     4     6     7     5     2     3     8     8     4     8     2     4     
Vardas506           Pavarde506          6     1     5     6     4     3     7     9     1     3     4     5     2     6     5     2     
Vardas507           Pavarde507          4     2     5     4     5     1     3     2     8     4     2     3     2     1     9     8     
Vardas508           Pavarde508          7     7     2     7     3     7     1     3     6     7     9     1     1     10    6     1     
Vardas509           Pavarde509          6     4     8     1     7     2     4     3     3     1     6     5     7     4     2     3     
Vardas510           Pavarde510          9     6     1     10    6     1     5     6     10    6     7     7     8     4     7     4     
Vardas511           Pavarde511          1     10    2     3     7     5     1     1     4     9     10    7     5     2     2     10    
Vardas512           Pavarde512          6     7     8     1     2     4     10    6     4     10    2     1     4     9     9     9     
Vardas513           Pavarde513          1     2     1     3     10    9     9     9     6     8     1     9     1     9     10    10    
Vardas514           Pavarde514          8     9     6     4     9     2     10    6     8     5     6     3     7     5     8     2     
Vardas515           Pavarde515          5     3     3     2     8     9     2     8     2     10    10    3     7     4     10    3     
Vardas516           Pavarde516          8     4     5     8     8     3     8     10    10    7     2     5     6     8     8     10    
Vardas517           Pavarde517          4     1     1     3     8     6     3     6     9     5     6     6     10    5     6     3     
Vardas518           Pavarde518          5     4     9     3     6     2     3     6     5     7     8     3     5     1     8     2     
Vardas519           Pavarde519          5     5     8     5     6     7     9     7     10    9     4     5     5     2     3     4     
Vardas520           Pavarde520          2     6     2     2     5     2     5     4     4     10    2     2     1     5     6     1     
Vardas521           Pavarde521          4     10    7     8     7     9     8     8     4     4     3     4     2     7     5     7     
Vardas522           Pavarde522          10    3     5     8     4     5     10    1     1     1     1     5     8     4     5     9     
Vardas523           Pavarde523          1     3     7     3     1     2     9     1     5     1     1     7     4     10    2     10    
Vardas524           Pavarde524          7     8     9     1     4     8     6     9     1     7     7     5     6     1     9     8     
Vardas525           Pavarde525          2     6     4     6     10    10    7     5     3     7     6     7     9     2     9     4     
Vardas526           Pavarde526          7     2     6     4     7     9     6     5     10    10    1     3     5     1     7     10    
Vardas527           Pavarde527          9     2     1     7     2     4     3     3     5     1     10    5     9     10    2     8     
Vardas528           Pavarde528          3     1     2     5     8     8     6     2     9     8     8     2     7     2     4     4     
Vardas529           Pavarde529          7     8     3     7     9     6     2     3     3     8     1     2     7     7     7     2     
Vardas530           Pavarde530          10    2     9     10    9     1     7     3     4     5     2     5     1     7     1     8     
Vardas531           Pavarde531          8     4     9     2     9     8     1     10    9     9     9     10    10    5     5     10    
Vardas532           Pavarde532          3     4     9     4     7     3     9     2     3     9     9     1     8     7     9     8     
Vardas533           Pavarde533          5     4     1     1     4     4     2     9     6     3     2     10    9     2     3     6     
Vardas534           Pavarde534          1     3     8     9     4     10    4     9     1     1     2     2     2     8     7     3     
Vardas535           Pavarde535          9     10    5     4     5     10    8     2     9     9     3     1     6     1     6     9     
Vardas536           Pavarde536          2     10    3     7     9     8     6     5     4     10    9     8     10    2     4     8     
Vardas537           Pavarde537          9     8     10    8     2     10    7     8     3     3     9     10    10    4     5     4     
Vardas538           Pavarde538          1     1     1     10    1     4     4     9     3     7     10    9     2     8     5     9     
Vardas539           Pavarde539          1     2     6     3     7     7     5     4     2     10    8     4     1     6     7     1     
Vardas540           Pavarde540          4     1     2     5     8     10    7     4     7     6     1     1     10    10    7     3     
Vardas541           Pavarde541          7     6     3     7     8     6     3     4     3     1     9     1     10    1     4     3     
Vardas542           Pavarde542          9     5     9     8     7     7     3     10    6     5     7     4     4     3     6     9     
Vardas543           Pavarde543          8     6     1     4     5     1     2     7     4     5     3     10    5     2     4     2     
Vardas544           Pavarde544          7     8     7     8     4     4     8     5     9     5     1     3     4     7     6     8     
Vardas545           Pavarde545          1     1     7     5     2     2     2     8     9     6     5     9     2     8     3     2     
Vardas546           Pavarde546          8     5     8     9     3     5     7     6     6     8     8     1     5     3     10    5     
Vardas547           Pavarde547          9     1     4     1     10    10    6     4     7     1     4     2     7     1     8     2     
Vardas548           Pavarde548          7     3     6     10    6     6     7     3     3     5     8     9     3     9     4     2     
Vardas549           Pavarde549          4     10    9     3     2     10    9     6     7     3     9     7     1     8     6     6     
Vardas550           Pavarde550          6     1     4     6     10    7     6     8     6     6     6     10    5     4     6     10    
Vardas551           Pavarde551          10    2     5     3     2     5     8     3     7     2     6     10    3     3     3     5     
Vardas552           Pavarde552          7     1     6     9     10    2     6     9     6     9     2     10    3     7     2     10    
Vardas553           Pavarde553          3     9     4     2     4     3     2     6     9     5     10    10    9     2     10    8     
Vardas554           Pavarde554          6     2     6     7     9     5     5     7     7     1     10    4     9     4     10    6     
Vardas555           Pavarde555          3     2     8     10    2     3     9     6     8     8     1     10    8     2     5     9     
Vardas556           Pavarde556          5     2     4     2     3     1     10    8     10    3     8     9     4     4     7     4     
Vardas557           Pavarde557          8     2     6     4     8     7     8     2     9     1     1     2     5     1     10    9     
Vardas558           Pavarde558          9     5     9     8     8     2     5     7     5     3     7     1     3     8     8     5     
Vardas559           Pavarde559          1     10    2     10    8     7     2     4     2     3     2     6     4     8     3     1     
Vardas560           Pavarde560          7     9     5     8     4     2     2     2     9     6     8     10    6     3     3     1     
Vardas561           Pavarde561          1     5     3     8     9     4     4     5     9     5     8     6     1     1     5     3     
Vardas562           Pavarde562          7     6     1     5     5     8     4     1     6     9     8     5     3     2     1     6     
Vardas563           Pavarde563          5     2     9     8     6     4     2     4     4     7     7     9     6     1     8     8     
Vardas564           Pavarde564          7     8     8     3     7     2     6     8     2     7     3     4     8     8     4     3     
Vardas565           Pavarde565          2     5     4     3     9     6     8     5     10    9     7     9     5     6     1     3     
Vardas566           Pavarde566          1     9     10    9     8     4     3     5     7     10    4     5     9     3     9     4     
Vardas567           Pavarde567          9     7     7     6     5     6     5     5     10    7     4     10    9     4     6     4     
Vardas568           Pavarde568          2     9     5     5     10    10    7     10    9     4     8     9     2     4     6     7     
Vardas569           Pavarde569          1     3     9     6     3     5     7     2     3     4     8     8     1     5     4     5     
Vardas570           Pavarde570          10    1     2     1     3     1     3     8     10    3     10    4     8     1     9     4     
Vardas571           Pavarde571          9     3     9     3     6     2     6     10    7     4     6     6     2     7     3     6     
Vardas572           Pavarde572          5     6     10    10    3     10    4     8     9     9     7     6     7     7     8     7     
Vardas573           Pavarde573          3     10    2     5     9     10    3     4     3     1     10    2     10    6     7     7     
Vardas574           Pavarde574          8     8     7     2     2     1     4     1     8     7     5     2     2     6     2     8     
Vardas575           Pavarde575          9     10    6     1     9     9     9     5     8     8     6     6     2     4     1     7     
Vardas576           Pavarde576          4     1     7     4     7     10    10    5     10    6     6     7     2     10    3     6     
Vardas577           Pavarde577          2     5     9     2     6     5     8     1     5     1     6     4     3     10    5     7     
Vardas578           Pavarde578          3     4     8     7     8     6     10    1     7     4     7     3     6     9     1     3     
Vardas579           Pavarde579          5     10    2     9     6     1     5     2     1     5     1     6     6     4     2     6     
Vardas580           Pavarde580          5     4     2     8     8     2     2     5     7     8     6     6     2     1     5     9     
Vardas581           Pavarde581          6     10    4     1     3     2     2     1     2     2     5     4     5     4     5     4     
Vardas582           Pavarde582          6     5     7     5     6     5     6     10    3     10    2     7     3     6     2     8     
Vardas583           Pavarde583          2     1     4     7     10    6     2     7     1     10    4     4     1     8     4     9     
Vardas584           Pavarde584          7     2     8     5     2     2     9     3     2     2     9     7     7     1     6     9     
Vardas585           Pavarde585          7     8     6     6     1     6     5     1     10    2     10    7     10    5     1     8     
Vardas586           Pavarde586          1     6     6     3     8     4     5     10    2     3     8     9     4     1     8     3     
Vardas587           Pavarde587          10    1     7     10    3     2     8     1     4     2     2     8     10    7     2     7     
Vardas588           Pavarde588          1     3     10    3     3     8     10    3     8     9     6     10    5     5     7     10    
Vardas589           Pavarde589          10    8     2     8     10    7     2     10    1     5     4     10    8     6     4     1     
Vardas590           Pavarde590          8     3     10    8     1     3     1     8     6     2     4     4     6     2     3     7     
Vardas591           Pavarde591          8     7     9     5     10    3     5     8     4     7     3     8     2     9     10    8     
Vardas592           Pavarde592          8     10    7     7     8     1     6     9     2     4     3     4     7     3     8     10    
Vardas593           Pavarde593          2     5     2     3     6     5     7     7     3     5     1     6     4     6     3     6     
Vardas594           Pavarde594          1     9     8     2     7     2     2     2     9     8     7     2     5     2     1     9     
Vardas595           Pavarde595          8     7     3     2     10    7     10    2     6     7     7     3     1     3     4     6     
Vardas596           Pavarde596          6     3     9     1     8     7     8     7     8     4     9     1     1     2     4     1     
Vardas597           Pavarde597          6     2     8     10    3     5     7     5     6     3     10    10    8     8     1     2     
Vardas598           Pavarde598          8     9     6     8     1     8     9     3     9     6     1     4     3     3     3     4     
Vardas599           Pavarde599          8     9     8     10    5     8     10    10    6     6     2     3     6     2     7     2     
Vardas600           Pavarde600          1     1     2     6     6     10    7     10    6     5     5     1     5     4     6     7     
Vardas601           Pavarde601          3     5     6     4     9     7     6     8     10    1     8     6     4     7     10    7     
Vardas602           Pavarde602          5     7     5     9     1     5     1     8     1     1     1     3     6     7     6     9     
Vardas603           Pavarde603          3     10    6     10    9     6     1     5     2     7     3     7     7     3     2     8     
