Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas302           Pavarde302          8     9     10    2     4     9     8     5     9     2     1     10    9     3     6     9     
Vardas303           Pavarde303          10    2     3     7     7     4     6     5     1     4     7     7     8     9     10    5     
Vardas304           Pavarde304          9     8     7     5     4     3     6     10    10    2     8     7     9     4     8     1     
Vardas305           Pavarde305          6     3     9     7     10    3     7     7     10    3     8     1     4     2     4     2     
Vardas306           Pavarde306          5     9     2     10    10    1     6     4     4     6     9     2     6     8     4     9     
Vardas307           Pavarde307          1     5     9     1     1     5     2     2     1     2     4     6     8     10    4     10    
Vardas308           Pavarde308          5     8     3     5     1     10    10    1     7     10    8     8     2     2     7     5     
Vardas309           Pavarde309          2     5     9     4     10    10    4     5     5     5     9     3     10    4     10    9     
Vardas310           Pavarde310          1     9     7     9     6     1     2     3     1     9     6     8     3     6     4     2     
Vardas311           Pavarde311          7     3     3     5     9     1     7     9     7     4     4     3     1     2     9     6     
Vardas312           Pavarde312          7     10    5     8     3     7     4     3     9     6     1     8     9     9     7     1     
Vardas313           Pavarde313          4     7     5     7     8     7     8     8     5     1     8     10    8     5     10    5     
Vardas314           Pavarde314          9     7     10    9     3     4     2     10    5     2     6     6     3     6     10    6     
Vardas315           Pavarde315          9     4     7     2     8     7     10    4     5     1     6     7     6     5     2     7     
Vardas316           Pavarde316          1     4     5     10    6     2     8     1     2     2     4     6     3     4     4     10    
Vardas317           Pavarde317          7     3     7     8     5     9     1     6     9     7     8     1     8     2     9     9     
Vardas318           Pavarde318          1     4     7     8     6     9     9     3     1     5     4     4     5     4     3     8     
Vardas319           Pavarde319          3     1     2     10    6     7     8     9     5     1     1     9     7     7     7     6     
Vardas320           Pavarde320          2     4     2     5     5     1     4     1     6     3     6     3     6     2     7     9     
Vardas321           Pavarde321          1     4     9     6     3     10    3     4     10    3     5     6     5     6     4     5     
Vardas322           Pavarde322          10    6     2     8     3     3     1     1     8     4     10    2     4     1     2     9     
Vardas323           Pavarde323          2     5     3     4     8     7     7     4     1     7     7     1     2     1     8     9     
Vardas324           Pavarde324          9     6     7     6     9     5     6     7     7     1     4     9     1     10    1     3     
Vardas325           Pavarde325          2     3     4     4     9     2     9     5     10    9     10    4     5     4     4     9     
Vardas326           Pavarde326          3     5     1     6     4     5     3     2     1     10    8     7     1     4     7     8     
Vardas327           Pavarde327          6     1     4     8     8     9     10    6     9     9     3     2     6     3     5     7     
Vardas328           Pavarde328          4     6     5     2     9     6     5     9     2     5     1     6     6     7     5     9     
Vardas329           Pavarde329          10    5     8     8     7     5     1     1     10    4     9     4     4     5     6     5     
Vardas330           Pavarde330          9     5     9     4     4     8     3     9     3     8     5     6     7     7     5     8     
Vardas331           Pavarde331          8     2     7     2     10    6     10    8     2     1     4     5     10    6     7     6     
Vardas332           Pavarde332          6     7     6     8     5     7     2     7     2     2     5     7     10    10    9     6     
Vardas333           Pavarde333          5     3     7     10    7     6     2     1     3     6     8     2     7     4     4     9     
Vardas334           Pavarde334          10    9     8     3     6     9     4     9     8     4     6     2     5     1     2     2     
Vardas335           Pavarde335          9     2     1     6     6     1     2     1     9     1     7     7     10    3     2     2     
Vardas336           Pavarde336          8     6     1     10    3     10    2     9     5     8     9     1     1     1     4     6     
Vardas337           Pavarde337          6     7     3     9     9     3     1     2     7     1     9     3     6     10    10    10    
Vardas338           Pavarde338          8     3     7     2     3     5     4     9     5     6     3     10    9     9     1     1     
Vardas339           Pavarde339          1     1     8     2     1     8     8     6     2     3     6     10    4     10    8     7     
Vardas340           Pavarde340          8     1     4     3     8     1     6     3     5     8     1     3     9     10    6     9     
Vardas341           Pavarde341          10    10    4     2     1     9     7     5     7     5     1     4     8     9     5     5     
Vardas342           Pavarde342          9     2     1     9     7     7     5     2     6     3     7     10    7     7     5     7     
Vardas343           Pavarde343          7     10    7     1     6     6     5     2     5     2     4     1     10    2     2     5     
Vardas344           Pavarde344          6     3     6     7     7     8     10    5     4     7     6     10    6     6     6     1     
Vardas345           Pavarde345          9     8     5     10    8     4     9     10    1     3     1     2     1     3     6     7     
Vardas346           Pavarde346          5     1     4     2     7     1     3     2     6     6     9     6     10    3     6     1     
Vardas347           Pavarde347          10    10    5     3     3     6     8     10    9     10    10    10    10    1     7     6     
Vardas348           Pavarde348          2     5     6     5     3     9     2     3     10    10    10    8     8     6     7     9     
Vardas349           Pavarde349          7     10    10    1     5     10    8     9     1     6     8     6     5     9     7     9     
Vardas350           Pavarde350          1     10    5     8     10    6     6     1     6     7     1     5     3     6     2     10    
Vardas351           Pavarde351          5     9     6     7     5     4     1     4     3     7     9     6     1     3     4     2     
Vardas352           Pavarde352          9     8     4     1     10    10    1     7     10    1     10    2     4     10    5     4     
Vardas353           Pavarde353          10    10    7     7     6     2     8     10    2     1     3     9     5     4     2     2     
Vardas354           Pavarde354          6     4     10    10    8     9     9     5     7     1     1     9     10    9     4     1     
Vardas355           Pavarde355          9     4     2     1     6     2     2     8     3     2     3     8     5     9     8     5     
Vardas356           Pavarde356          9     9     7     7     9     5     4     5     9     1     2     4     2     5     7     9     
Vardas357           Pavarde357          8     5     1     4     3     2     9     9     5     4     4     10    1     4     6     3     
Vardas358           Pavarde358          3     5     7     9     8     5     1     7     8     5     9     7     4     7     1     10    
Vardas359           Pavarde359          8     4     10    8     9     6     9     6     9     1     5     8     3     10    1     2     
Vardas360           Pavarde360          6     1     6     3     3     8     6     10    7     10    4     8     1     7     1     6     
Vardas361           Pavarde361          2     7     5     5     4     8     10    5     6     2     6     10    3     10    1     9     
Vardas362           Pavarde362          10    9     9     5     1     7     7     1     7     5     9     10    4     4     10    4     
Vardas363           Pavarde363          5     1     2     2     10    8     3     3     6     4     5     4     9     2     6     4     
Vardas364           Pavarde364          2     9     7     6     5     4     2     4     7     1     7     9     8     5     9     3     
Vardas365           Pavarde365          6     7     5     1     1     5     5     2     2     3     8     4     2     2     7     6     
Vardas366           Pavarde366          8     3     6     4     4     2     8     10    1     4     8     4     5     4     2     2     
Vardas367           Pavarde367          2     4     9     10    6     5     8     6     2     6     2     7     6     2     8     10    
Vardas368           Pavarde368          3     4     5     5     10    7     2     9     8     6     4     6     7     2     4     2     
Vardas369           Pavarde369          10    9     9     8     6     6     7     10    9     3     7     6     6     2     2     7     
Vardas370           Pavarde370          2     4     3     5     8     7     4     6     6     10    7     5     10    8     7     9     
Vardas371           Pavarde371          6     10    8     8     7     7     10    6     6     2     5     8     3     5     9     1     
Vardas372           Pavarde372          3     9     4     4     5     3     5     3     4     10    6     5     10    1     6     3     
Vardas373           Pavarde373          9     4     9     4     6     6     6     3     6     3     2     5     8     7     8     2     
Vardas374           Pavarde374          2     6     2     1     3     4     6     3     3     1     8     4     5     4     1     10    
Vardas375           Pavarde375          8     6     3     9     8     6     10    1     6     8     6     4     7     4     4     5     
Vardas376           Pavarde376          4     8     6     1     1     9     1     2     3     7     7     6     9     10    3     7     
Vardas377           Pavarde377          1     1     2     7     3     6     2     10    4     10    9     10    1     2     7     2     
Vardas378           Pavarde378          10    5     4     7     4     10    3     8     8     1     2     8     4     10    5     2     
Vardas379           Pavarde379          2     8     7     10    3     7     9     7     9     8     10    1     6     1     10    9     
Vardas380           Pavarde380          4     5     1     8     5     9     3     2     8     1     7     1     7     3     2     4     
Vardas381           Pavarde381          4     7     6     2     6     8     7     4     6     4     10    8     4     10    9     10    
Vardas382           Pavarde382          3     4     4     5     9     8     9     7     10    10    4     6     2     10    6     4     
Vardas383           Pavarde383          5     4     4     2     3     3     7     7     5     6     10    5     4     8     4     9     
Vardas384           Pavarde384          6     3     4     9     3     7     1     2     8     4     4     2     1     3     2     6     
Vardas385           Pavarde385          6     9     2     10    2     7     6     9     10    10    4     5     3     3     2     2     
Vardas386           Pavarde386          1     7     4     7     1     7     9     7     8     5     7     10    2     8     10    2     
Vardas387           Pavarde387          2     7     6     10    10    1     6     8     10    4     6     9     4     3     3     3     
Vardas388           Pavarde388          10    7     9     2     7     10    8     9     5     10    2     7     7     3     5     10    
Vardas389           Pavarde389          2     6     1     10    7     4     1     9     4     5     3     7     2     9     9     4     
Vardas390           Pavarde390          8     5     1     6     3     9     9     3     7     7     8     1     2     3     5     9     
Vardas391           Pavarde391          5     1     10    3     3     4     2     9     2     3     9     5     1     7     8     2     
Vardas392           Pavarde392          5     5     8     1     6     9     5     5     9     1     4     1     10    1     9     5     
Vardas393           Pavarde393          8     10    7     1     3     5     8     8     9     5     1     10    9     7     1     8     
Vardas394           Pavarde394          3     8     10    4     3     7     6     10    9     4     8     1     6     2     10    4     
Vardas395           Pavarde395          6     9     10    1     1     5     1     10    3     2     3     8     2     3     1     9     
Vardas396           Pavarde396          1     1     5     4     9     8     10    9     2     1     10    7     2     10    2     3     
Vardas397           Pavarde397          9     5     8     2     3     1     2     9     9     6     8     3     6     1     10    9     
Vardas398           Pavarde398          1     4     6     8     8     3     8     4     10    2     2     10    9     1     6     4     
Vardas399           Pavarde399          8     2     2     2     7     1     5     3     7     4     7     2     6     8     3     4     
Vardas400           Pavarde400          3     4     6     2     4     8     9     7     1     6     4     5     4     4     6     1     
Vardas401           Pavarde401          1     1     8     9     9     8     4     8     8     3     2     6     6     6     8     2     
Vardas402           Pavarde402          6     7     2     4     7     5     9     5     9     8     7     4     4     10    6     7     
Vardas403           Pavarde403          1     4     5     1     6     1     2     5     5     5     7     6     7     5     9     3     
Vardas404           Pavarde404          3     6     3     1     9     1     5     2     4     9     8     6     8     7     10    3     
Vardas405           Pavarde405          9     10    5     4     5     1     6     6     6     10    2     6     5     10    7     1     
Vardas406           Pavarde406          5     5     4     6     1     2     10    1     7     2     3     5     8     9     8     5     
Vardas407           Pavarde407          5     3     1     7     3     10    4     6     6     5     10    9     8     5     9     9     
Vardas408           Pavarde408          3     2     5     6     10    3     7     5     5     7     7     3     6     5     2     4     
Vardas409           Pavarde409          4     9     9     7     3     3     5     6     2     7     7     8     10    9     5     1     
Vardas410           Pavarde410          8     4     5     2     2     2     6     5     4     8     1     9     9     1     8     5     
Vardas411           Pavarde411          7     5     10    3     6     5     3     8     5     10    10    9     10    8     8     5     
Vardas412           Pavarde412          2     2     1     6     6     5     6     4     4     5     3     9     5     10    4     5     
Vardas413           Pavarde413          8     10    4     10    1     8     9     6     10    4     2     3     2     4     1     6     
Vardas414           Pavarde414          3     2     6     4     5     4     10    7     3     5     10    2     1     1     1     4     
Vardas415           Pavarde415          1     8     4     6     4     7     7     10    9     4     8     2     9     3     5     6     
Vardas416           Pavarde416          3     5     7     9     3     2     4     10    8     2     9     7     5     8     8     7     
Vardas417           Pavarde417          10    5     8     3     5     7     9     9     6     6     5     7     2     7     4     2     
Vardas418           Pavarde418          3     4     2     3     7     9     8     5     5     1     7     10    7     8     8     5     
Vardas419           Pavarde419          9     7     5     3     4     4     5     1     6     5     9     5     10    4     6     5     
Vardas420           Pavarde420          8     1     6     5     6     2     7     9     4     10    10    2     8     7     9     3     
Vardas421           Pavarde421          4     7     6     6     5     6     6     1     10    9     5     2     4     2     10    5     
Vardas422           Pavarde422          6     2     7     5     3     3     10    3     8     4     3     9     6     2     5     3     
Vardas423           Pavarde423          3     10    6     10    7     5     10    5     9     4     1     2     2     7     1     6     
Vardas424           Pavarde424          5     8     4     5     2     2     5     9     8     9     2     9     6     8     8     5     
Vardas425           Pavarde425          8     9     4     9     4     10    4     2     10    10    8     10    8     6     5     8     
Vardas426           Pavarde426          8     5     9     2     6     1     1     10    4     2     7     7     9     2     9     8     
Vardas427           Pavarde427          2     3     1     10    6     6     5     7     9     7     2     8     3     6     9     2     
Vardas428           Pavarde428          6     5     8     3     1     7     8     2     6     6     2     1     10    4     2     7     
Vardas429           Pavarde429          5     4     4     1     3     8     6     10    8     10    4     4     9     10    1     2     
Vardas430           Pavarde430          5     3     6     1     5     10    7     10    5     6     2     5     6     3     5     9     
Vardas431           Pavarde431          8     4     10    5     6     7     1     7     5     2     6     3     6     4     1     5     
Vardas432           Pavarde432          7     5     7     2     9     1     4     6     4     2     6     1     1     3     6     7     
Vardas433           Pavarde433          9     9     5     5     9     10    2     7     3     9     7     8     4     6     6     4     
Vardas434           Pavarde434          7     1     10    1     5     1     3     7     8     7     3     3     1     8     10    6     
Vardas435           Pavarde435          3     3     2     4     9     10    8     5     10    6     4     2     10    9     1     3     
Vardas436           Pavarde436          7     4     6     7     4     3     8     1     8     5     10    3     5     3     7     2     
Vardas437           Pavarde437          4     8     7     9     9     4     9     2     10    5     8     3     2     1     7     8     
Vardas438           Pavarde438          5     9     9     5     8     7     2     2     10    5     9     3     3     6     2     1     
Vardas439           Pavarde439          10    7     2     2     1     9     2     7     10    2     3     4     5     8     1     4     
Vardas440           Pavarde440          7     1     6     1     5     7     8     10    10    6     1     7     1     1     2     7     
Vardas441           Pavarde441          1     2     7     1     9     5     4     7     4     2     6     2     3     8     8     7     
Vardas442           Pavarde442          2     7     2     3     4     2     6     2     4     4     6     10    9     8     2     4     
Vardas443           Pavarde443          3     4     2     9     1     4     10    5     5     3     5     2     7     10    3     6     
Vardas444           Pavarde444          5     3     10    2     6     2     1     4     6     7     4     9     6     4     7     5     
Vardas445           Pavarde445          1     4     1     2     6     8     7     3     2     7     8     1     8     7     8     6     
Vardas446           Pavarde446          10    4     9     3     5     1     7     2     2     1     5     8     8     5     5     4     
Vardas447           Pavarde447          8     6     3     2     6     6     8     8     2     4     5     2     4     2     7     2     
Vardas448           Pavarde448          3     8     8     10    10    9     3     7     1     4     7     9     3     1     2     2     
Vardas449           Pavarde449          9     6     9     3     3     8     3     2     5     7     8     7     2     10    8     9     
Vardas450           Pavarde450          1     6     3     2     8     7     1     9     8     9     3     10    3     3     9     3     
Vardas451           Pavarde451          8     9     1     3     5     5     7     7     3     6     9     7     7     10    6     4     
Vardas452           Pavarde452          8     5     4     5     9     5     6     4     6     9     2     5     8     4     5     1     
Vardas453           Pavarde453          8     3     6     10    8     6     3     1     2     1     9     1     10    2     1     10    
Vardas454           Pavarde454          6     8     5     2     9     7     9     3     7     4     2     3     10    7     3     2     
Vardas455           Pavarde455          4     7     3     8     6     3     10    10    10    8     1     4     9     4     10    5     
Vardas456           Pavarde456          3     8     8     10    5     4     8     9     8     7     9     9     9     3     1     2     
Vardas457           Pavarde457          7     1     2     2     9     5     1     6     1     9     7     8     4     5     1     5     
Vardas458           Pavarde458          3     3     5     1     5     2     10    8     5     1     7     5     4     2     4     6     
Vardas459           Pavarde459          10    7     7     9     6     4     9     8     1     6     1     8     6     8     2     5     
Vardas460           Pavarde460          2     9     8     8     8     7     3     10    7     9     2     1     7     8     2     3     
Vardas461           Pavarde461          5     6     5     6     7     8     5     1     3     7     3     1     9     5     3     5     
Vardas462           Pavarde462          1     3     2     2     1     3     7     7     7     3     2     5     5     10    9     10    
Vardas463           Pavarde463          8     10    5     10    10    3     10    6     5     3     8     1     5     7     8     6     
Vardas464           Pavarde464          3     1     8     5     9     7     9     2     10    6     9     5     5     6     2     8     
Vardas465           Pavarde465          2     5     2     7     5     9     1     10    7     9     5     7     8     10    4     5     
Vardas466           Pavarde466          1     2     6     2     4     1     10    6     10    9     10    2     6     5     9     10    
Vardas467           Pavarde467          7     8     10    4     8     6     2     7     4     8     6     8     9     9     8     4     
Vardas468           Pavarde468          6     9     1     6     4     9     3     10    9     5     10    3     6     1     1     7     
Vardas469           Pavarde469          5     2     8     7     8     3     10    3     4     2     1     4     8     10    3     10    
Vardas470           Pavarde470          2     7     4     6     4     7     3     5     5     8     10    6     1     7     3     9     
Vardas471           Pavarde471          10    10    6     5     2     10    5     7     4     10    2     7     5     8     6     1     
Vardas472           Pavarde472          6     6     9     3     6     7     6     4     4     10    8     9     4     10    4     7     
Vardas473           Pavarde473          2     10    4     10    2     2     7     6     10    7     10    6     10    10    2     6     
Vardas474           Pavarde474          9     6     8     10    2     3     3     6     7     10    6     8     10    10    5     5     
Vardas475           Pavarde475          7     5     6     6     7     7     7     10    2     5     7     4     7     10    5     8     
Vardas476           Pavarde476          10    7     3     10    5     3     7     3     9     5     10    10    10    7     5     3     
Vardas477           Pavarde477          8     4     1     5     2     8     7     3     7     6     1     9     2     10    2     5     
Vardas478           Pavarde478          8     9     9     4     5     10    8     8     4     2     7     6     10    4     1     8     
Vardas479           Pavarde479          3     1     1     6     1     7     5     1     8     4     7     2     2     3     9     7     
Vardas480           Pavarde480          8     5     4     1     8     7     7     1     1     6     10    7     5     6     1     10    
Vardas481           Pavarde481          9     9     8     5     1     7     3     7     9     4     6     7     9     3     3     1     
Vardas482           Pavarde482          2     5     4     9     8     1     9     4     4     2     2     3     6     2     3     3     
Vardas483           Pavarde483          6     2     5     5     3     4     7     10    2     2     2     7     3     1     7     9     
Vardas484           Pavarde484          3     7     3     3     8     4     9     10    6     2     10    5     5     6     7     5     
Vardas485           Pavarde485          9     5     9     8     8     3     8     5     10    4     10    10    3     5     4     10    
Vardas486           Pavarde486          10    8     9     1     7     10    7     8     2     5     4     9     9     5     7     2     
Vardas487           Pavarde487          1     8     3     1     2     4     1     9     5     3     5     5     3     8     4     2     
Vardas488           Pavarde488          5     2     5     7     8     2     7     3     7     3     3     1     4     8     3     6     
Vardas489           Pavarde489          8     2     4     4     3     6     8     9     4     5     7     8     3     3     3     9     
Vardas490           Pavarde490          8     2     10    8     5     6     8     1     1     8     8     8     5     10    7     3     
Vardas491           Pavarde491          5     5     4     10    7     9     1     1     10    1     8     6     9     3     10    3     
Vardas492           Pavarde492          9     1     5     4     9     6     9     1     4     2     7     8     5     8     9     3     
Vardas493           Pavarde493          10    3     4     5     9     6     6     7     6     3     10    6     10    7     10    10    
Vardas494           Pavarde494          1     10    6     4     9     4     6     2     9     7     4     2     6     3     7     7     
Vardas495           Pavarde495          5     4     1     3     2     6     4     5     6     3     7     1     6     4     4     6     
Vardas496           Pavarde496          5     5     9     3     8     1     8     7     3     6     6     8     3     9     2     3     
Vardas497           Pavarde497          5     8     5     4     5     10    9     6     2     8     6     1     10    9     1     2     
Vardas498           Pavarde498          4     4     8     6     1     9     1     3     6     6     5     5     8     2     2     6     
Vardas499           Pavarde499          5     6     6     10    10    10    5     4     2     10    2     10    3     3     1     6     
Vardas500           Pavarde500          2     5     6     3     10    6     8     2     4     5     6     10    3     9     10    3     
Vardas501           Pavarde501          2     4     3     6     1     8     9     5     5     1     3     4     8     7     4     9     
Vardas502           Pavarde502          7     3     2     7     2     6     9     10    2     7     10    5     7     3     6     4     
Vardas503           Pavarde503          3     7     1     4     6     2     1     7     5     10    10    4     4     1     6     3     
Vardas504           Pavarde504          8     3     4     7     8     9     2     2     10    5     6     8     8     5     2     1     
Vardas505           Pavarde505          10    8     8     5     3     8     1     3     7     5     7     6     4     6     8     7     
Vardas506           Pavarde506          10    4     2     1     10    10    1     8     6     7     2     8     3     4     10    6     
Vardas507           Pavarde507          7     2     3     2     3     8     1     5     10    3     3     2     8     1     9     8     
Vardas508           Pavarde508          7     5     4     5     1     7     3     3     10    6     3     6     1     5     5     5     
Vardas509           Pavarde509          6     1     4     6     4     10    1     10    10    6     7     10    5     3     2     5     
Vardas510           Pavarde510          3     7     7     7     5     4     7     10    9     10    6     7     7     9     3     8     
Vardas511           Pavarde511          4     9     6     4     2     6     6     3     7     4     8     6     7     6     7     8     
Vardas512           Pavarde512          10    9     3     4     3     10    8     6     9     2     8     5     10    9     9     3     
Vardas513           Pavarde513          3     6     1     2     3     3     5     9     7     3     6     6     7     4     10    3     
Vardas514           Pavarde514          5     4     7     8     2     9     4     3     9     3     7     9     3     1     8     7     
Vardas515           Pavarde515          2     1     3     1     1     6     10    6     4     9     7     5     3     2     10    6     
Vardas516           Pavarde516          5     4     10    10    7     4     10    2     7     4     4     4     7     10    1     3     
Vardas517           Pavarde517          1     8     2     8     7     10    2     10    3     9     4     2     5     6     6     7     
Vardas518           Pavarde518          9     6     7     9     8     4     10    6     3     3     4     2     2     6     8     6     
Vardas519           Pavarde519          3     6     5     5     3     3     9     5     2     5     3     7     3     4     9     10    
Vardas520           Pavarde520          8     9     4     1     6     7     7     9     8     2     6     5     8     3     1     5     
Vardas521           Pavarde521          9     8     4     2     3     2     6     7     1     9     2     6     1     5     10    3     
Vardas522           Pavarde522          6     9     7     7     9     5     3     5     3     5     6     6     8     10    6     7     
Vardas523           Pavarde523          8     5     6     1     8     7     1     7     7     8     8     4     5     1     8     3     
Vardas524           Pavarde524          2     9     7     7     6     1     8     2     3     10    8     7     1     1     9     8     
Vardas525           Pavarde525          5     8     8     6     8     3     2     2     5     9     4     9     7     8     2     2     
Vardas526           Pavarde526          8     10    10    1     5     10    8     10    1     4     5     2     4     9     4     9     
Vardas527           Pavarde527          10    4     9     8     7     4     10    9     4     7     2     8     10    2     9     8     
Vardas528           Pavarde528          4     10    7     1     4     8     8     10    9     2     10    8     7     7     3     8     
Vardas529           Pavarde529          8     4     1     9     2     2     9     5     4     8     8     7     10    3     2     4     
Vardas530           Pavarde530          7     3     9     3     4     6     7     9     3     9     6     6     2     7     5     10    
Vardas531           Pavarde531          7     10    9     3     1     10    10    3     6     3     10    3     7     3     6     6     
Vardas532           Pavarde532          2     4     2     10    2     3     10    6     5     2     10    4     4     8     2     8     
Vardas533           Pavarde533          1     10    10    6     5     7     3     9     4     5     1     4     8     3     9     2     
Vardas534           Pavarde534          1     5     1     8     8     8     6     1     9     10    5     9     4     6     6     5     
Vardas535           Pavarde535          4     3     9     3     10    2     6     2     3     5     3     4     1     4     9     4     
Vardas536           Pavarde536          6     10    7     2     7     5     1     1     5     7     9     4     6     5     6     8     
Vardas537           Pavarde537          6     4     10    5     8     8     3     6     9     5     4     2     10    9     9     7     
Vardas538           Pavarde538          5     10    4     5     5     8     7     6     7     4     7     4     6     9     4     6     
Vardas539           Pavarde539          7     10    6     3     6     7     1     7     9     9     3     10    9     10    5     4     
Vardas540           Pavarde540          1     3     9     4     2     5     7     7     4     9     10    8     7     2     1     4     
Vardas541           Pavarde541          1     3     3     3     7     4     6     8     10    1     4     4     5     10    4     1     
Vardas542           Pavarde542          3     1     6     1     7     4     6     10    3     5     2     10    3     5     8     3     
Vardas543           Pavarde543          1     3     1     2     8     5     2     9     1     8     7     10    9     3     1     2     
Vardas544           Pavarde544          2     1     1     3     4     2     8     1     4     3     7     2     7     10    10    5     
Vardas545           Pavarde545          6     2     7     1     1     4     10    2     3     8     3     5     10    3     3     2     
Vardas546           Pavarde546          7     9     10    9     10    9     1     2     7     9     8     10    3     9     9     3     
Vardas547           Pavarde547          7     10    1     7     8     9     1     4     4     8     8     5     8     1     2     10    
Vardas548           Pavarde548          3     3     6     5     9     6     9     10    7     6     3     3     6     6     5     1     
Vardas549           Pavarde549          7     10    5     7     5     10    7     10    2     10    1     8     4     4     1     3     
Vardas550           Pavarde550          5     4     5     10    3     10    6     10    1     9     10    3     9     2     8     1     
Vardas551           Pavarde551          1     6     9     8     10    7     5     10    7     6     6     6     3     10    4     10    
Vardas552           Pavarde552          6     8     6     2     10    6     7     10    8     6     6     6     2     7     2     4     
Vardas553           Pavarde553          2     6     5     1     3     3     9     7     10    4     10    9     2     5     8     5     
Vardas554           Pavarde554          9     6     10    2     8     9     3     9     5     8     10    6     8     8     5     5     
Vardas555           Pavarde555          4     2     3     4     1     10    10    6     4     6     10    10    1     1     5     4     
Vardas556           Pavarde556          1     1     3     2     3     5     10    6     7     1     10    6     7     3     7     7     
Vardas557           Pavarde557          4     1     10    3     3     4     4     1     5     3     7     8     2     8     1     8     
Vardas558           Pavarde558          6     5     5     1     10    5     3     5     10    8     4     2     1     8     9     2     
Vardas559           Pavarde559          6     10    4     7     8     1     1     4     8     3     7     4     7     8     7     1     
Vardas560           Pavarde560          5     9     9     6     5     6     1     4     1     7     6     8     1     4     7     1     
Vardas561           Pavarde561          9     6     10    6     4     3     4     2     4     4     7     5     2     9     7     3     
Vardas562           Pavarde562          9     10    9     4     7     5     1     9     2     3     3     9     8     6     9     2     
Vardas563           Pavarde563          7     1     2     1     6     6     6     7     7     1     8     9     9     9     10    10    
Vardas564           Pavarde564          2     5     5     5     8     9     9     7     1     6     9     5     1     7     1     8     
Vardas565           Pavarde565          1     2     6     3     4     6     2     6     3     6     8     7     2     7     4     5     
Vardas566           Pavarde566          2     10    10    5     2     8     7     6     10    6     10    5     3     7     5     10    
Vardas567           Pavarde567          5     4     1     3     1     2     10    3     7     6     1     2     10    6     2     1     
Vardas568           Pavarde568          1     9     5     1     8     10    3     9     4     6     8     8     3     3     5     8     
Vardas569           Pavarde569          3     1     3     3     4     10    6     4     9     7     4     5     7     1     6     10    
Vardas570           Pavarde570          7     4     1     8     5     1     9     3     8     4     4     3     1     8     1     5     
Vardas571           Pavarde571          1     8     4     10    10    5     5     4     1     9     6     1     2     3     8     1     
Vardas572           Pavarde572          10    9     5     8     8     6     8     10    2     10    6     8     10    10    7     4     
Vardas573           Pavarde573          4     7     10    7     1     2     3     1     7     3     10    1     9     5     3     6     
Vardas574           Pavarde574          6     3     4     10    4     8     2     8     2     10    5     8     4     6     8     2     
Vardas575           Pavarde575          3     7     2     5     7     4     3     9     1     7     7     7     2     2     1     1     
Vardas576           Pavarde576          1     3     2     7     10    1     9     4     6     9     2     1     5     4     9     1     
Vardas577           Pavarde577          2     9     2     9     7     5     5     9     10    4     4     9     7     7     5     10    
Vardas578           Pavarde578          7     3     3     10    8     5     6     6     8     9     9     5     3     8     8     8     
Vardas579           Pavarde579          10    2     9     5     7     2     8     2     7     7     1     8     4     6     4     8     
Vardas580           Pavarde580          6     10    10    9     3     6     5     6     6     5     8     2     6     3     3     4     
Vardas581           Pavarde581          4     4     7     7     9     9     8     1     3     10    5     7     8     10    7     8     
Vardas582           Pavarde582          10    7     4     1     8     6     1     3     5     6     2     2     5     8     10    6     
Vardas583           Pavarde583          3     2     10    5     4     5     5     4     3     3     8     8     4     7     3     4     
Vardas584           Pavarde584          3     2     3     2     6     3     9     2     9     10    3     10    8     6     1     7     
Vardas585           Pavarde585          6     4     5     3     8     9     10    9     8     4     3     7     8     4     7     4     
Vardas586           Pavarde586          3     9     8     3     6     7     2     4     4     6     2     10    4     8     5     7     
Vardas587           Pavarde587          10    4     9     5     6     1     2     10    5     1     3     6     7     8     2     8     
Vardas588           Pavarde588          10    3     4     2     4     7     6     3     4     5     6     9     7     3     9     1     
Vardas589           Pavarde589          3     4     5     1     6     8     6     4     4     1     5     3     5     2     10    9     
Vardas590           Pavarde590          9     3     1     1     3     9     8     3     4     9     8     8     7     10    9     4     
Vardas591           Pavarde591          8     4     7     8     10    7     4     2     7     5     9     8     9     3     7     10    
Vardas592           Pavarde592          8     10    6     1     5     7     3     3     2     8     10    7     6     8     9     10    
Vardas593           Pavarde593          3     6     4     8     8     9     8     3     10    1     4     6     9     8     5     10    
Vardas594           Pavarde594          4     8     5     3     3     3     7     10    1     10    9     6     2     7     6     2     
Vardas595           Pavarde595          8     8     9     8     1     9     4     6     7     1     5     2     6     4     7     3     
Vardas596           Pavarde596          9     1     4     5     6     8     4     8     3     5     2     8     10    7     9     3     
Vardas597           Pavarde597          3     9     10    1     7     3     1     6     1     6     2     1     8     4     10    4     
Vardas598           Pavarde598          7     1     1     6     1     1     6     8     6     2     3     9     4     3     2     10    
Vardas599           Pavarde599          10    7     4     6     3     8     5     9     3     7     1     6     7     4     9     6     
Vardas600           Pavarde600          2     7     6     2     6     5     1     4     2     3     5     6     6     4     7     4     
Vardas601           Pavarde601          7     2     6     7     4     2     8     7     10    7     1     8     9     5     9     6     
Vardas602           Pavarde602          10    1     4     9     2     4     4     10    5     6     5     4     1     3     8     4     
Vardas603           Pavarde603          9     4     8     9     5     1     5     1     3     9     5     7     4     10    4     4     
