Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas2269          Pavarde2269         10    2     3     5     10    3     4     4     2     1     2     5     4     6     7     10    
Vardas2270          Pavarde2270         5     10    10    3     5     3     2     5     4     1     3     10    10    6     3     10    
Vardas2271          Pavarde2271         4     6     3     9     6     6     6     7     2     10    10    4     7     4     7     10    
Vardas2272          Pavarde2272         8     10    3     7     1     7     10    7     8     9     10    10    4     8     3     7     
Vardas2273          Pavarde2273         4     5     1     2     7     8     7     1     5     4     9     3     7     5     2     6     
Vardas2274          Pavarde2274         5     9     10    5     7     8     7     8     3     10    7     5     10    6     10    1     
Vardas2275          Pavarde2275         2     2     7     2     1     9     5     10    7     10    2     1     4     3     6     2     
Vardas2276          Pavarde2276         6     9     7     6     5     6     2     10    4     3     5     6     9     9     4     10    
Vardas2277          Pavarde2277         5     6     6     10    4     7     3     2     10    10    3     3     1     3     1     3     
Vardas2278          Pavarde2278         8     10    10    5     2     4     3     3     9     7     7     10    6     2     4     7     
Vardas2279          Pavarde2279         4     9     1     2     5     4     10    4     3     5     5     1     1     5     9     2     
Vardas2280          Pavarde2280         7     2     5     7     1     2     2     8     2     1     7     6     5     3     4     2     
Vardas2281          Pavarde2281         8     3     4     6     3     8     1     8     7     6     3     1     9     1     8     4     
Vardas2282          Pavarde2282         5     3     4     4     5     9     2     9     10    3     7     5     7     4     4     6     
Vardas2283          Pavarde2283         7     9     8     6     4     5     7     4     5     6     10    7     10    10    6     10    
Vardas2284          Pavarde2284         3     2     10    3     7     4     7     1     5     2     8     9     3     10    9     10    
Vardas2285          Pavarde2285         4     4     7     9     5     8     10    9     6     1     5     1     9     4     8     5     
Vardas2286          Pavarde2286         7     6     4     9     7     3     1     7     3     6     2     4     1     9     5     3     
Vardas2287          Pavarde2287         6     7     10    3     4     4     4     7     2     3     7     8     7     3     7     8     
Vardas2288          Pavarde2288         6     1     8     7     10    9     8     9     8     10    1     9     3     4     1     9     
Vardas2289          Pavarde2289         4     5     4     7     2     6     7     3     6     2     3     5     5     7     8     6     
Vardas2290          Pavarde2290         3     6     4     10    3     3     8     5     1     4     9     1     10    1     5     6     
Vardas2291          Pavarde2291         3     5     10    3     9     8     1     6     4     7     8     3     5     5     2     3     
Vardas2292          Pavarde2292         7     5     1     7     10    5     6     4     3     5     3     8     6     7     8     6     
Vardas2293          Pavarde2293         1     7     5     10    5     8     3     9     3     8     4     10    4     4     6     9     
Vardas2294          Pavarde2294         5     2     6     1     1     8     3     5     1     10    3     2     8     10    3     5     
Vardas2295          Pavarde2295         3     8     3     10    9     5     7     7     9     10    2     10    5     2     10    10    
Vardas2296          Pavarde2296         8     10    1     8     10    6     1     6     8     1     4     6     1     9     4     4     
Vardas2297          Pavarde2297         2     10    2     8     9     3     8     9     7     2     7     9     2     8     2     2     
Vardas2298          Pavarde2298         9     2     8     1     6     1     10    9     9     6     5     1     9     2     10    9     
Vardas2299          Pavarde2299         2     4     4     5     7     4     4     8     4     4     10    10    4     3     9     5     
Vardas2300          Pavarde2300         4     3     5     2     10    10    10    7     5     5     2     8     5     10    1     6     
Vardas2301          Pavarde2301         9     3     1     10    6     4     4     7     2     5     2     7     9     10    8     8     
Vardas2302          Pavarde2302         1     2     10    1     1     5     10    6     2     4     1     5     5     3     9     6     
Vardas2303          Pavarde2303         8     6     10    7     8     3     7     2     5     3     9     9     5     3     1     10    
Vardas2304          Pavarde2304         6     8     3     7     4     5     5     9     9     6     9     7     10    9     10    3     
Vardas2305          Pavarde2305         4     8     1     5     3     5     2     8     7     1     4     6     3     4     1     2     
Vardas2306          Pavarde2306         5     5     2     5     8     2     9     1     8     7     6     7     6     9     7     7     
Vardas2307          Pavarde2307         5     6     4     9     2     1     1     7     10    8     1     5     4     9     10    1     
Vardas2308          Pavarde2308         4     5     1     6     7     9     8     7     5     3     5     3     9     3     6     4     
Vardas2309          Pavarde2309         7     2     2     6     8     6     10    6     9     9     5     9     9     4     7     8     
Vardas2310          Pavarde2310         5     1     10    2     1     5     5     5     5     4     6     3     6     10    10    4     
Vardas2311          Pavarde2311         9     4     8     1     7     1     7     2     4     7     5     5     4     7     9     7     
Vardas2312          Pavarde2312         6     3     7     4     4     5     1     8     9     6     3     10    4     4     1     8     
Vardas2313          Pavarde2313         1     2     9     7     2     9     5     7     1     7     9     5     4     9     2     4     
Vardas2314          Pavarde2314         6     4     5     6     3     7     4     9     5     6     6     9     8     6     3     4     
Vardas2315          Pavarde2315         1     5     8     4     1     6     3     4     5     9     4     9     10    1     4     5     
Vardas2316          Pavarde2316         7     10    8     8     8     4     8     2     3     4     6     9     6     2     5     2     
Vardas2317          Pavarde2317         10    2     1     6     2     6     2     1     5     9     8     6     1     3     10    1     
Vardas2318          Pavarde2318         3     5     7     7     4     5     10    6     3     7     3     10    9     5     4     4     
Vardas2319          Pavarde2319         5     10    8     9     4     7     4     10    5     5     1     10    5     8     1     7     
Vardas2320          Pavarde2320         4     8     5     1     4     9     8     5     5     5     7     6     4     6     3     5     
Vardas2321          Pavarde2321         7     9     7     6     2     4     5     4     10    7     4     5     5     8     8     8     
Vardas2322          Pavarde2322         5     5     5     10    7     5     10    4     7     2     7     6     6     3     3     2     
Vardas2323          Pavarde2323         10    6     5     5     5     5     4     5     9     6     2     7     1     10    9     2     
Vardas2324          Pavarde2324         9     7     5     3     1     10    5     3     6     7     2     5     2     3     4     10    
Vardas2325          Pavarde2325         1     7     3     6     4     10    8     10    1     6     2     9     5     5     9     9     
Vardas2326          Pavarde2326         6     5     9     3     7     8     7     6     10    7     10    5     1     7     7     2     
Vardas2327          Pavarde2327         6     9     8     9     10    6     9     1     9     10    9     9     9     7     7     10    
Vardas2328          Pavarde2328         4     3     10    9     9     1     10    5     6     10    9     10    7     7     8     1     
Vardas2329          Pavarde2329         10    1     2     8     1     10    5     5     4     1     6     4     3     5     9     8     
Vardas2330          Pavarde2330         7     9     8     7     6     6     2     3     7     2     3     4     4     6     3     8     
Vardas2331          Pavarde2331         2     2     6     7     6     6     1     10    7     5     2     5     1     6     5     8     
Vardas2332          Pavarde2332         2     7     9     1     10    10    7     1     10    9     2     1     9     8     6     6     
Vardas2333          Pavarde2333         3     7     10    6     1     1     9     10    6     5     9     2     7     5     1     7     
Vardas2334          Pavarde2334         6     5     4     3     1     5     1     10    3     10    1     3     10    10    10    1     
Vardas2335          Pavarde2335         3     1     8     8     8     5     3     4     9     7     2     7     4     7     7     7     
Vardas2336          Pavarde2336         5     10    4     3     1     8     3     5     8     9     9     9     7     9     1     7     
Vardas2337          Pavarde2337         5     6     5     3     5     3     7     5     2     7     2     9     6     4     8     5     
Vardas2338          Pavarde2338         5     8     9     1     5     6     4     1     8     3     9     9     6     6     4     9     
Vardas2339          Pavarde2339         5     4     2     5     1     9     10    9     6     10    8     2     4     3     7     6     
Vardas2340          Pavarde2340         9     7     6     8     5     9     4     4     8     2     9     3     1     8     9     10    
Vardas2341          Pavarde2341         8     10    9     5     6     2     7     3     7     2     2     9     10    2     6     3     
Vardas2342          Pavarde2342         3     5     9     5     2     8     7     4     8     3     10    6     8     7     3     6     
Vardas2343          Pavarde2343         6     4     6     2     3     3     4     9     3     6     5     3     6     4     3     2     
Vardas2344          Pavarde2344         5     7     10    2     2     10    1     3     2     1     7     5     9     9     10    1     
Vardas2345          Pavarde2345         1     4     1     4     9     8     6     2     5     2     3     7     6     9     4     2     
Vardas2346          Pavarde2346         2     7     10    7     8     5     8     10    5     9     10    7     9     7     3     5     
Vardas2347          Pavarde2347         8     9     1     3     6     9     2     8     7     8     10    4     6     8     8     2     
Vardas2348          Pavarde2348         10    4     3     2     3     3     3     1     3     2     9     4     6     4     1     5     
Vardas2349          Pavarde2349         4     5     6     1     5     8     4     9     7     3     5     10    1     1     3     2     
Vardas2350          Pavarde2350         8     4     6     10    3     6     10    5     4     2     9     3     2     5     2     9     
Vardas2351          Pavarde2351         1     4     6     10    8     5     9     1     1     7     9     5     3     7     6     6     
Vardas2352          Pavarde2352         4     1     10    3     4     7     2     9     2     6     2     4     2     3     9     7     
Vardas2353          Pavarde2353         1     9     2     10    4     9     4     7     6     8     6     6     10    7     10    9     
Vardas2354          Pavarde2354         5     9     5     7     6     8     4     4     7     5     4     4     10    8     4     5     
Vardas2355          Pavarde2355         3     7     1     3     10    6     10    4     10    7     2     10    10    1     5     5     
Vardas2356          Pavarde2356         4     3     2     5     7     7     4     3     4     7     4     3     4     6     10    6     
Vardas2357          Pavarde2357         2     2     9     2     2     7     10    10    7     1     2     8     8     7     6     1     
Vardas2358          Pavarde2358         4     9     7     6     1     5     8     6     8     3     4     10    3     5     8     6     
Vardas2359          Pavarde2359         3     7     2     9     7     3     4     7     5     1     3     5     7     8     2     4     
Vardas2360          Pavarde2360         2     8     9     5     9     6     9     10    7     6     6     6     9     7     2     10    
Vardas2361          Pavarde2361         1     3     10    2     6     9     6     7     10    2     1     5     4     8     8     8     
Vardas2362          Pavarde2362         10    10    6     9     3     3     10    6     10    1     8     4     7     9     9     6     
Vardas2363          Pavarde2363         8     7     10    6     8     8     5     4     3     6     4     7     8     7     10    5     
Vardas2364          Pavarde2364         7     10    10    6     4     4     4     4     8     5     7     7     7     2     1     9     
Vardas2365          Pavarde2365         1     6     4     1     2     9     5     2     3     10    5     3     1     3     6     9     
Vardas2366          Pavarde2366         4     7     10    10    4     10    1     7     6     6     6     7     6     2     5     10    
Vardas2367          Pavarde2367         4     5     2     9     9     9     4     8     1     6     8     2     1     4     4     4     
Vardas2368          Pavarde2368         2     8     1     5     1     3     3     9     10    1     6     4     8     8     9     2     
Vardas2369          Pavarde2369         2     8     2     8     1     3     7     10    7     9     3     2     3     9     10    10    
Vardas2370          Pavarde2370         10    4     9     2     6     5     1     8     5     1     6     3     10    9     1     3     
Vardas2371          Pavarde2371         8     7     6     6     10    6     5     1     8     8     3     9     5     5     10    8     
Vardas2372          Pavarde2372         7     9     5     1     2     3     9     3     10    10    2     9     7     4     7     6     
Vardas2373          Pavarde2373         4     7     9     7     10    6     10    4     6     2     7     10    8     1     2     1     
Vardas2374          Pavarde2374         6     9     5     4     8     3     9     9     6     3     9     3     6     8     8     1     
Vardas2375          Pavarde2375         4     7     1     3     7     7     10    4     3     6     9     6     3     6     2     7     
Vardas2376          Pavarde2376         7     4     3     9     4     5     6     3     6     8     4     10    9     7     7     1     
Vardas2377          Pavarde2377         6     7     7     5     6     5     1     7     6     10    1     6     2     1     10    8     
Vardas2378          Pavarde2378         2     2     4     5     3     6     9     7     6     5     9     2     7     9     3     1     
Vardas2379          Pavarde2379         4     6     8     9     5     6     2     10    5     1     5     5     7     9     4     9     
Vardas2380          Pavarde2380         8     4     5     10    2     2     5     7     1     2     10    8     5     6     8     8     
Vardas2381          Pavarde2381         7     1     3     9     5     3     2     8     2     9     1     10    5     1     9     5     
Vardas2382          Pavarde2382         4     9     9     4     10    5     5     1     10    7     3     7     4     2     8     1     
Vardas2383          Pavarde2383         1     6     6     6     6     8     7     7     7     4     8     10    5     7     9     9     
Vardas2384          Pavarde2384         2     9     9     8     8     7     6     7     1     10    6     6     9     9     6     6     
Vardas2385          Pavarde2385         5     8     6     3     8     6     9     7     8     3     6     1     2     7     1     1     
Vardas2386          Pavarde2386         4     4     10    7     10    10    10    4     10    9     2     4     4     3     6     10    
Vardas2387          Pavarde2387         2     4     3     5     10    2     4     2     4     4     5     1     8     3     1     8     
Vardas2388          Pavarde2388         10    10    6     6     1     10    1     4     10    2     6     7     8     8     2     8     
Vardas2389          Pavarde2389         7     8     10    9     9     9     6     2     8     3     2     2     3     9     9     9     
Vardas2390          Pavarde2390         8     5     4     3     3     2     9     5     9     1     2     7     9     4     2     2     
Vardas2391          Pavarde2391         2     8     5     2     6     10    10    2     7     2     9     8     3     4     4     6     
Vardas2392          Pavarde2392         4     5     9     1     9     1     8     1     3     10    6     4     6     9     6     3     
Vardas2393          Pavarde2393         1     5     10    10    9     1     2     10    7     2     7     7     7     8     7     9     
Vardas2394          Pavarde2394         5     2     1     10    6     1     9     2     5     7     10    10    10    10    5     6     
Vardas2395          Pavarde2395         10    8     10    4     1     5     5     3     9     7     2     5     6     10    10    6     
Vardas2396          Pavarde2396         4     8     7     1     7     10    5     2     1     10    5     1     3     3     7     3     
Vardas2397          Pavarde2397         7     3     2     8     2     4     7     7     2     10    5     6     5     4     4     3     
Vardas2398          Pavarde2398         7     2     4     2     9     10    8     9     4     7     3     5     6     2     10    3     
Vardas2399          Pavarde2399         2     4     4     3     4     4     5     6     4     9     6     5     4     4     8     10    
Vardas2400          Pavarde2400         9     5     4     8     10    4     1     1     9     5     9     6     3     2     8     6     
Vardas2401          Pavarde2401         7     5     10    6     4     1     3     2     3     2     10    10    9     5     5     2     
Vardas2402          Pavarde2402         6     3     4     1     7     7     1     5     6     5     5     6     4     1     3     10    
Vardas2403          Pavarde2403         10    10    3     6     3     5     8     7     4     9     3     6     1     1     7     8     
Vardas2404          Pavarde2404         4     10    3     6     6     3     3     9     2     3     3     7     5     9     6     2     
Vardas2405          Pavarde2405         2     5     8     1     10    7     1     3     4     4     2     4     8     8     3     2     
Vardas2406          Pavarde2406         1     8     1     7     4     4     1     1     9     8     9     2     6     6     8     9     
Vardas2407          Pavarde2407         8     2     6     9     1     4     4     7     5     1     1     9     1     3     5     2     
Vardas2408          Pavarde2408         10    8     3     4     1     4     2     10    6     7     3     2     2     4     1     6     
Vardas2409          Pavarde2409         2     7     2     10    7     5     6     5     8     4     1     5     6     4     5     6     
Vardas2410          Pavarde2410         3     9     7     9     2     9     10    1     1     6     7     1     6     4     8     9     
Vardas2411          Pavarde2411         2     3     4     1     9     10    2     8     5     4     4     9     4     9     10    7     
Vardas2412          Pavarde2412         1     8     10    5     10    9     5     9     6     6     1     9     9     10    6     6     
Vardas2413          Pavarde2413         7     2     6     5     1     2     6     6     6     9     2     2     5     2     6     3     
Vardas2414          Pavarde2414         4     4     3     9     8     7     5     8     2     1     2     9     3     6     2     2     
Vardas2415          Pavarde2415         1     5     6     9     3     2     6     4     9     7     3     5     1     7     6     4     
Vardas2416          Pavarde2416         9     2     7     7     9     5     8     1     1     6     5     5     8     8     3     5     
Vardas2417          Pavarde2417         6     2     7     9     7     2     8     3     2     6     1     1     10    8     5     7     
Vardas2418          Pavarde2418         5     7     4     8     1     1     8     10    5     9     5     6     2     1     6     5     
Vardas2419          Pavarde2419         3     7     1     2     8     2     7     7     2     9     3     7     10    2     7     7     
Vardas2420          Pavarde2420         2     2     10    7     9     2     9     9     5     4     9     5     3     5     6     3     
Vardas2421          Pavarde2421         7     9     1     7     6     3     2     2     3     7     3     10    1     9     1     7     
Vardas2422          Pavarde2422         1     7     3     8     8     4     10    7     4     8     3     4     5     10    6     2     
Vardas2423          Pavarde2423         8     2     6     6     2     6     2     7     7     1     5     5     9     5     6     3     
Vardas2424          Pavarde2424         9     9     10    8     8     2     10    5     5     4     5     2     4     7     2     7     
Vardas2425          Pavarde2425         6     4     8     10    3     3     1     8     9     3     1     1     4     6     10    6     
Vardas2426          Pavarde2426         1     9     9     2     7     4     5     1     5     7     5     5     4     1     2     3     
Vardas2427          Pavarde2427         10    2     6     8     4     9     8     2     7     4     10    7     2     9     7     10    
Vardas2428          Pavarde2428         5     6     2     9     2     5     8     4     5     5     4     9     4     8     1     1     
Vardas2429          Pavarde2429         6     6     2     7     6     6     7     2     2     1     3     5     5     5     3     6     
Vardas2430          Pavarde2430         10    1     1     10    1     10    8     3     8     2     1     6     10    1     8     10    
Vardas2431          Pavarde2431         7     8     4     4     3     8     2     7     9     1     3     8     7     9     10    1     
Vardas2432          Pavarde2432         3     10    5     8     9     3     6     2     6     5     1     8     1     6     8     3     
Vardas2433          Pavarde2433         10    4     6     10    9     4     8     9     5     9     3     2     6     1     2     10    
Vardas2434          Pavarde2434         4     7     7     8     4     6     6     6     2     6     10    7     10    9     2     5     
Vardas2435          Pavarde2435         7     9     8     1     1     5     9     9     5     8     5     6     8     5     7     3     
Vardas2436          Pavarde2436         6     1     5     7     6     9     1     8     7     9     2     2     5     1     5     10    
Vardas2437          Pavarde2437         7     3     2     8     7     2     5     8     2     5     2     10    9     5     9     4     
Vardas2438          Pavarde2438         2     1     3     6     2     10    7     1     2     9     2     9     4     10    10    1     
Vardas2439          Pavarde2439         3     4     3     9     2     4     6     7     8     3     10    7     9     1     5     6     
Vardas2440          Pavarde2440         1     10    3     5     3     8     2     1     4     2     3     9     3     2     7     9     
Vardas2441          Pavarde2441         10    2     1     5     9     9     7     10    2     9     7     9     3     9     2     3     
Vardas2442          Pavarde2442         1     10    1     1     6     8     1     4     6     5     8     5     5     7     9     10    
Vardas2443          Pavarde2443         5     1     3     4     5     1     4     10    3     8     5     2     6     6     3     1     
Vardas2444          Pavarde2444         3     6     3     10    9     9     2     1     3     4     4     1     8     8     8     7     
Vardas2445          Pavarde2445         4     1     4     7     4     3     9     9     10    2     5     7     7     6     1     7     
Vardas2446          Pavarde2446         1     4     2     7     7     7     2     3     7     4     6     5     1     10    10    10    
Vardas2447          Pavarde2447         4     8     8     6     9     4     4     5     8     2     1     6     6     1     5     2     
Vardas2448          Pavarde2448         3     8     6     9     10    1     7     6     6     1     10    1     6     5     2     5     
Vardas2449          Pavarde2449         6     2     5     2     1     10    4     10    3     2     4     1     3     8     10    10    
Vardas2450          Pavarde2450         8     4     1     1     2     4     7     8     10    3     10    5     7     9     4     6     
Vardas2451          Pavarde2451         9     3     1     4     8     7     10    10    4     4     3     4     7     3     3     2     
Vardas2452          Pavarde2452         9     2     1     5     6     3     6     6     3     4     1     7     3     8     9     6     
Vardas2453          Pavarde2453         4     2     9     3     7     10    8     6     8     5     4     10    4     7     1     6     
Vardas2454          Pavarde2454         2     8     2     1     10    5     2     8     7     6     2     9     8     2     7     8     
Vardas2455          Pavarde2455         7     4     3     2     8     4     5     8     7     1     3     5     5     6     5     3     
Vardas2456          Pavarde2456         1     8     10    6     9     8     1     6     1     1     3     10    8     3     1     3     
Vardas2457          Pavarde2457         7     8     4     3     3     10    7     7     8     7     10    9     8     8     7     6     
Vardas2458          Pavarde2458         2     3     7     9     10    10    1     2     5     4     4     8     2     7     5     10    
Vardas2459          Pavarde2459         8     9     6     9     6     5     6     1     9     7     8     10    8     3     10    6     
Vardas2460          Pavarde2460         2     1     2     5     6     10    9     5     10    6     5     4     4     8     7     8     
Vardas2461          Pavarde2461         1     5     5     4     1     8     9     7     6     1     4     4     3     5     4     9     
Vardas2462          Pavarde2462         9     3     2     6     2     2     10    8     3     8     7     9     8     6     3     8     
Vardas2463          Pavarde2463         7     7     7     9     3     1     7     5     2     10    7     6     3     2     1     3     
Vardas2464          Pavarde2464         10    1     8     6     9     5     1     4     4     10    5     9     3     5     2     5     
Vardas2465          Pavarde2465         8     7     10    1     2     4     9     5     7     6     10    8     1     2     5     2     
Vardas2466          Pavarde2466         9     3     10    8     1     6     8     3     6     5     9     5     7     10    2     4     
Vardas2467          Pavarde2467         2     4     3     2     9     5     1     10    3     3     9     2     1     7     2     9     
Vardas2468          Pavarde2468         4     3     7     5     5     6     7     10    1     3     4     4     5     7     7     1     
Vardas2469          Pavarde2469         7     2     6     6     10    7     7     1     3     8     8     1     8     2     2     9     
Vardas2470          Pavarde2470         8     9     4     9     5     3     4     5     6     10    10    3     5     10    9     7     
Vardas2471          Pavarde2471         7     9     10    3     2     6     3     10    1     1     10    6     2     7     6     8     
Vardas2472          Pavarde2472         6     10    9     6     4     6     7     1     3     4     5     3     5     6     4     1     
Vardas2473          Pavarde2473         1     10    1     3     3     10    9     7     7     7     3     1     2     7     8     3     
Vardas2474          Pavarde2474         10    1     10    5     8     8     3     9     8     5     7     9     7     4     3     9     
Vardas2475          Pavarde2475         3     7     1     1     3     1     9     1     7     3     5     2     7     5     4     4     
Vardas2476          Pavarde2476         10    9     1     2     3     10    8     1     3     6     5     6     1     5     6     5     
Vardas2477          Pavarde2477         10    10    10    5     10    4     1     2     2     8     8     8     4     4     9     2     
Vardas2478          Pavarde2478         6     2     10    5     5     8     3     10    9     9     7     10    7     10    5     7     
Vardas2479          Pavarde2479         3     9     2     5     10    1     8     10    10    10    2     3     2     2     8     7     
Vardas2480          Pavarde2480         9     6     5     9     9     1     8     1     3     2     4     6     1     7     2     9     
Vardas2481          Pavarde2481         2     8     3     4     4     6     8     4     1     1     10    5     2     6     2     4     
Vardas2482          Pavarde2482         9     4     7     8     8     6     6     3     2     7     7     9     7     3     10    3     
Vardas2483          Pavarde2483         7     9     2     10    2     7     9     4     4     8     5     2     4     1     10    5     
Vardas2484          Pavarde2484         10    6     6     4     1     2     5     5     3     1     9     4     4     3     10    10    
Vardas2485          Pavarde2485         7     8     7     5     5     6     9     5     1     6     2     7     4     9     1     8     
Vardas2486          Pavarde2486         6     7     3     7     9     9     8     2     8     9     6     6     3     5     4     3     
Vardas2487          Pavarde2487         10    9     4     7     6     2     4     1     7     10    6     8     9     3     4     7     
Vardas2488          Pavarde2488         3     10    9     9     1     8     3     9     6     7     7     6     7     9     1     5     
Vardas2489          Pavarde2489         6     1     1     9     4     1     2     6     1     3     3     10    8     3     9     4     
Vardas2490          Pavarde2490         9     2     4     3     7     9     7     5     1     8     1     10    5     10    6     9     
Vardas2491          Pavarde2491         10    8     6     6     4     2     6     10    5     2     8     8     7     4     7     9     
Vardas2492          Pavarde2492         5     3     7     1     5     7     8     10    10    6     2     2     5     10    10    5     
Vardas2493          Pavarde2493         5     4     10    7     8     1     6     3     5     1     10    10    7     9     10    1     
Vardas2494          Pavarde2494         4     2     9     7     7     4     6     2     9     10    3     5     6     5     2     4     
Vardas2495          Pavarde2495         7     4     5     4     4     7     5     2     1     2     8     7     7     3     5     6     
Vardas2496          Pavarde2496         1     4     3     1     8     7     3     9     9     10    3     4     4     9     1     7     
Vardas2497          Pavarde2497         2     10    7     4     6     9     8     4     9     1     8     8     2     1     5     1     
Vardas2498          Pavarde2498         9     8     6     2     6     7     10    9     5     7     8     4     7     6     10    9     
Vardas2499          Pavarde2499         7     6     9     6     8     10    1     3     4     8     2     10    8     3     1     9     
Vardas2500          Pavarde2500         1     2     6     5     10    10    6     10    1     2     1     6     2     8     5     4     
Vardas2501          Pavarde2501         3     4     8     2     4     1     3     5     8     2     4     3     1     4     10    5     
Vardas2502          Pavarde2502         3     1     4     8     7     1     2     9     7     3     3     3     7     4     5     5     
Vardas2503          Pavarde2503         4     5     9     5     3     2     4     10    2     3     4     7     4     3     8     10    
Vardas2504          Pavarde2504         10    7     6     2     7     2     1     6     1     2     5     7     7     4     2     7     
Vardas2505          Pavarde2505         7     7     5     3     8     2     7     6     1     3     2     3     8     8     9     10    
Vardas2506          Pavarde2506         5     8     3     3     10    1     7     5     7     6     9     1     9     3     1     3     
Vardas2507          Pavarde2507         7     8     3     10    8     4     6     8     10    3     9     9     9     5     7     7     
Vardas2508          Pavarde2508         4     9     2     6     8     3     9     4     1     1     8     4     5     10    5     4     
Vardas2509          Pavarde2509         1     7     6     7     10    6     5     1     1     4     4     2     8     1     4     5     
Vardas2510          Pavarde2510         6     8     2     4     7     10    4     5     6     3     8     9     3     9     9     1     
Vardas2511          Pavarde2511         1     5     2     6     3     10    5     4     4     1     5     3     10    7     3     3     
Vardas2512          Pavarde2512         4     7     3     4     7     1     6     1     5     6     3     1     8     6     6     7     
Vardas2513          Pavarde2513         8     3     4     4     1     9     9     1     5     1     1     7     7     5     2     3     
Vardas2514          Pavarde2514         1     8     5     5     5     1     6     5     5     5     3     6     4     8     9     10    
Vardas2515          Pavarde2515         6     4     8     3     4     10    2     7     1     1     8     6     9     7     3     8     
Vardas2516          Pavarde2516         6     1     9     8     10    9     7     8     1     10    5     8     3     9     10    7     
Vardas2517          Pavarde2517         4     8     2     4     10    10    4     8     7     9     10    9     3     3     4     4     
Vardas2518          Pavarde2518         3     2     10    2     10    4     6     5     1     9     9     1     2     3     8     7     
Vardas2519          Pavarde2519         1     5     10    6     3     10    9     10    8     7     1     8     3     10    4     7     
Vardas2520          Pavarde2520         1     10    1     1     3     4     9     4     9     9     3     3     2     1     7     1     
Vardas2521          Pavarde2521         7     6     9     6     5     1     8     6     3     8     3     8     4     6     9     10    
Vardas2522          Pavarde2522         5     1     7     1     9     8     8     4     4     10    10    5     4     2     8     1     
Vardas2523          Pavarde2523         2     5     5     8     9     1     4     2     3     7     9     4     1     10    10    3     
Vardas2524          Pavarde2524         6     7     7     7     1     4     9     7     7     1     7     3     4     3     5     4     
Vardas2525          Pavarde2525         1     5     2     2     2     5     5     3     3     9     10    3     6     4     5     2     
Vardas2526          Pavarde2526         8     6     2     7     4     9     5     5     7     4     5     3     9     4     10    3     
Vardas2527          Pavarde2527         7     10    1     1     2     2     9     5     3     5     1     5     1     10    8     6     
Vardas2528          Pavarde2528         10    2     2     6     2     9     3     6     9     2     10    4     9     8     9     2     
Vardas2529          Pavarde2529         8     4     5     7     6     10    3     10    5     4     6     7     1     1     3     3     
Vardas2530          Pavarde2530         6     2     1     3     1     10    2     10    6     8     8     7     10    2     5     9     
Vardas2531          Pavarde2531         1     8     1     6     4     5     1     9     10    9     7     7     6     7     9     7     
Vardas2532          Pavarde2532         2     6     3     4     1     9     4     4     7     10    1     5     4     2     5     8     
Vardas2533          Pavarde2533         4     7     7     5     2     8     6     8     9     6     4     5     7     9     4     5     
Vardas2534          Pavarde2534         10    3     6     2     8     1     9     10    5     7     2     1     7     10    8     10    
Vardas2535          Pavarde2535         3     10    5     7     2     10    8     9     8     8     7     2     2     10    1     7     
Vardas2536          Pavarde2536         8     10    9     9     1     6     6     4     10    6     7     4     5     2     6     2     
Vardas2537          Pavarde2537         2     6     2     7     9     4     6     5     8     5     9     3     9     6     4     2     
Vardas2538          Pavarde2538         7     6     5     10    9     3     3     1     4     5     3     5     6     2     5     6     
Vardas2539          Pavarde2539         1     7     10    5     4     8     2     9     5     4     3     4     4     6     2     1     
Vardas2540          Pavarde2540         3     9     4     3     5     7     7     6     4     6     10    3     4     9     6     2     
Vardas2541          Pavarde2541         7     6     3     3     2     10    5     1     9     5     8     2     1     5     6     5     
Vardas2542          Pavarde2542         3     10    5     9     9     1     7     8     7     1     9     9     1     7     5     6     
Vardas2543          Pavarde2543         8     8     10    4     6     7     4     6     8     10    5     2     9     1     4     2     
Vardas2544          Pavarde2544         10    8     8     1     5     6     6     5     5     9     9     8     7     5     8     2     
Vardas2545          Pavarde2545         2     6     1     4     4     2     10    10    3     9     1     5     8     2     1     9     
Vardas2546          Pavarde2546         3     2     2     8     4     3     5     3     5     3     1     6     2     2     1     9     
Vardas2547          Pavarde2547         2     3     6     7     2     3     2     8     5     2     4     2     6     2     10    10    
Vardas2548          Pavarde2548         6     6     7     10    3     3     4     2     3     9     7     10    5     3     5     2     
Vardas2549          Pavarde2549         6     1     5     10    2     3     7     1     1     4     6     7     2     4     3     2     
Vardas2550          Pavarde2550         7     1     9     4     6     2     7     3     8     5     2     1     1     1     4     1     
Vardas2551          Pavarde2551         4     9     3     5     10    10    10    8     2     9     7     9     8     5     5     7     
Vardas2552          Pavarde2552         1     7     2     3     3     9     7     3     10    8     7     5     1     7     5     6     
Vardas2553          Pavarde2553         6     5     2     4     5     1     3     1     2     1     6     5     9     6     5     7     
Vardas2554          Pavarde2554         3     7     3     3     7     6     9     7     10    4     4     3     2     3     7     4     
Vardas2555          Pavarde2555         3     4     4     8     3     5     9     8     2     10    2     10    10    7     8     3     
Vardas2556          Pavarde2556         7     3     3     9     1     1     4     7     4     4     9     4     8     10    5     6     
Vardas2557          Pavarde2557         1     10    3     3     1     3     7     5     1     2     10    2     4     1     7     5     
Vardas2558          Pavarde2558         1     8     7     1     2     9     7     4     10    1     5     10    10    9     4     4     
