Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas27621         Pavarde27621        2     6     3     9     2     3     9     6     7     1     6     3     1     3     2     5     
Vardas27622         Pavarde27622        1     7     5     3     9     1     7     4     7     1     7     7     3     10    10    1     
Vardas27623         Pavarde27623        3     4     7     10    5     9     5     5     5     6     3     6     4     3     8     6     
Vardas27624         Pavarde27624        6     4     4     5     2     7     8     9     7     1     7     8     8     2     8     2     
Vardas27625         Pavarde27625        10    10    10    8     2     7     9     9     6     10    9     8     4     7     7     4     
Vardas27626         Pavarde27626        2     3     3     5     10    6     4     8     2     9     5     5     10    9     8     8     
Vardas27627         Pavarde27627        1     4     9     5     3     6     2     8     6     1     8     1     5     4     9     5     
Vardas27628         Pavarde27628        9     5     2     10    3     1     10    10    5     1     8     5     6     10    8     8     
Vardas27629         Pavarde27629        8     1     7     3     4     4     3     4     5     10    9     10    2     4     2     1     
Vardas27630         Pavarde27630        9     1     3     10    5     7     8     5     7     5     9     6     6     7     8     7     
Vardas27631         Pavarde27631        1     1     9     7     9     10    4     9     10    10    4     6     5     5     8     4     
Vardas27632         Pavarde27632        3     8     3     6     10    1     6     5     7     6     1     8     4     3     2     2     
Vardas27633         Pavarde27633        3     8     2     6     10    9     7     6     9     10    3     7     10    6     10    2     
Vardas27634         Pavarde27634        5     4     9     4     7     2     1     2     5     7     1     7     2     10    2     7     
Vardas27635         Pavarde27635        3     8     5     3     9     6     8     1     3     5     7     7     8     4     5     4     
Vardas27636         Pavarde27636        9     8     6     9     8     7     3     8     4     8     3     6     3     5     5     1     
Vardas27637         Pavarde27637        3     6     9     9     3     2     2     5     4     6     3     2     10    5     8     6     
Vardas27638         Pavarde27638        1     10    3     7     1     2     6     8     1     4     8     7     10    7     4     7     
Vardas27639         Pavarde27639        1     9     6     4     6     1     2     6     10    5     9     6     10    9     10    5     
Vardas27640         Pavarde27640        9     5     7     3     5     1     1     1     1     6     7     10    2     5     10    7     
Vardas27641         Pavarde27641        3     10    3     9     4     1     4     3     8     5     8     2     9     10    7     10    
Vardas27642         Pavarde27642        3     9     2     6     4     10    1     3     1     5     2     7     7     2     1     5     
Vardas27643         Pavarde27643        4     9     6     10    6     2     7     9     10    8     10    10    5     3     4     4     
Vardas27644         Pavarde27644        10    2     6     8     1     6     1     3     9     5     10    3     3     9     4     9     
Vardas27645         Pavarde27645        1     7     3     7     5     5     9     5     1     8     3     2     8     8     9     1     
Vardas27646         Pavarde27646        6     1     8     8     6     8     5     2     7     10    6     7     8     1     9     3     
Vardas27647         Pavarde27647        7     6     1     8     5     8     9     3     3     8     5     8     9     8     6     8     
Vardas27648         Pavarde27648        5     2     5     5     6     5     10    10    7     9     7     1     5     8     7     4     
Vardas27649         Pavarde27649        7     8     5     4     9     2     7     5     3     10    4     5     9     8     3     7     
Vardas27650         Pavarde27650        7     7     6     1     4     1     6     1     8     2     9     7     2     4     10    9     
Vardas27651         Pavarde27651        3     7     3     2     2     3     3     7     5     5     8     8     5     7     5     6     
Vardas27652         Pavarde27652        2     6     2     6     8     3     3     1     9     1     8     3     6     6     3     1     
Vardas27653         Pavarde27653        8     6     2     7     2     6     6     10    4     7     8     10    9     7     2     7     
Vardas27654         Pavarde27654        2     3     3     9     7     3     5     10    4     8     9     4     6     7     4     10    
Vardas27655         Pavarde27655        10    8     4     7     4     1     7     9     3     1     3     6     2     6     5     8     
Vardas27656         Pavarde27656        4     6     3     1     1     8     10    6     2     9     2     9     8     10    2     8     
Vardas27657         Pavarde27657        4     3     9     9     1     8     8     6     8     2     2     6     10    10    1     4     
Vardas27658         Pavarde27658        9     4     2     1     9     5     9     2     7     10    6     8     10    2     2     1     
Vardas27659         Pavarde27659        9     8     1     2     5     7     6     5     8     6     10    8     8     8     5     7     
Vardas27660         Pavarde27660        5     10    9     3     5     7     3     3     4     2     8     7     9     5     2     4     
Vardas27661         Pavarde27661        1     10    6     3     7     10    3     3     7     3     9     8     10    6     6     3     
Vardas27662         Pavarde27662        2     1     4     3     1     10    5     9     2     3     9     6     7     2     6     6     
Vardas27663         Pavarde27663        9     10    3     9     8     8     5     1     1     3     8     3     2     10    9     4     
Vardas27664         Pavarde27664        7     9     4     4     9     5     3     4     6     3     3     2     7     5     4     8     
Vardas27665         Pavarde27665        2     8     1     8     4     3     2     4     7     9     10    4     9     7     8     4     
Vardas27666         Pavarde27666        3     10    1     2     9     5     9     7     10    1     5     6     4     2     6     2     
Vardas27667         Pavarde27667        9     9     7     10    10    4     4     3     10    2     10    4     10    8     1     8     
Vardas27668         Pavarde27668        10    9     7     8     2     9     7     4     5     10    4     7     7     5     10    9     
Vardas27669         Pavarde27669        1     1     3     1     5     2     2     10    6     9     6     9     7     7     4     3     
Vardas27670         Pavarde27670        6     10    7     7     4     10    9     3     6     4     3     5     5     7     1     10    
Vardas27671         Pavarde27671        8     5     10    7     2     7     1     4     10    10    4     3     3     4     3     8     
Vardas27672         Pavarde27672        5     1     3     5     2     7     5     2     10    1     4     3     2     2     10    9     
Vardas27673         Pavarde27673        9     5     8     4     5     1     9     3     7     6     7     3     1     4     3     8     
Vardas27674         Pavarde27674        4     5     3     6     2     6     4     7     2     3     4     3     4     1     4     3     
Vardas27675         Pavarde27675        3     10    6     10    6     1     4     6     9     2     6     3     9     3     3     10    
Vardas27676         Pavarde27676        7     10    7     4     7     4     2     10    6     3     2     6     8     8     3     8     
Vardas27677         Pavarde27677        6     8     8     2     1     7     4     10    6     8     9     7     2     10    5     2     
Vardas27678         Pavarde27678        4     5     6     3     1     7     1     6     8     10    2     4     4     10    5     5     
Vardas27679         Pavarde27679        9     8     9     4     1     5     6     9     10    4     2     3     8     3     9     3     
Vardas27680         Pavarde27680        5     10    6     10    2     1     9     2     9     9     4     2     1     4     9     9     
Vardas27681         Pavarde27681        9     1     1     8     7     7     8     3     5     6     8     8     1     8     6     6     
Vardas27682         Pavarde27682        3     5     2     1     3     2     10    2     2     8     10    1     9     9     9     3     
Vardas27683         Pavarde27683        8     2     8     5     9     8     4     8     3     6     1     6     8     7     7     7     
Vardas27684         Pavarde27684        9     2     7     7     10    10    5     3     9     4     3     5     9     4     5     1     
Vardas27685         Pavarde27685        6     7     6     3     5     4     7     8     10    3     4     7     5     5     3     6     
Vardas27686         Pavarde27686        4     8     2     6     4     4     5     3     1     9     7     4     8     5     6     1     
Vardas27687         Pavarde27687        10    9     4     4     8     4     10    9     5     3     4     4     7     4     7     1     
Vardas27688         Pavarde27688        10    3     9     8     6     1     10    4     4     5     1     8     5     3     3     9     
Vardas27689         Pavarde27689        2     8     8     2     10    7     9     9     6     3     3     3     7     2     10    9     
Vardas27690         Pavarde27690        3     5     4     10    6     10    10    4     9     2     10    5     6     4     10    9     
Vardas27691         Pavarde27691        9     8     6     1     3     6     7     5     3     6     9     6     10    2     2     1     
Vardas27692         Pavarde27692        1     10    9     5     9     9     10    10    9     6     7     10    4     3     4     4     
Vardas27693         Pavarde27693        2     9     6     1     4     5     6     6     3     3     6     4     10    7     7     5     
Vardas27694         Pavarde27694        4     6     6     9     5     2     2     5     6     9     9     3     3     10    8     7     
Vardas27695         Pavarde27695        2     5     9     5     4     3     2     7     3     2     10    6     10    6     6     4     
Vardas27696         Pavarde27696        6     1     5     7     8     4     2     7     1     2     6     6     2     3     8     5     
Vardas27697         Pavarde27697        7     9     7     8     2     4     1     3     6     9     3     6     10    9     8     1     
Vardas27698         Pavarde27698        1     8     5     7     9     6     8     1     2     3     2     3     1     2     10    5     
Vardas27699         Pavarde27699        2     5     10    8     7     2     5     10    2     6     5     5     2     6     9     3     
Vardas27700         Pavarde27700        2     4     7     2     5     6     5     5     3     7     3     6     6     6     8     2     
Vardas27701         Pavarde27701        9     1     2     9     6     2     5     5     10    7     8     8     5     5     9     8     
Vardas27702         Pavarde27702        2     7     9     5     10    7     7     1     3     9     7     7     5     8     2     3     
Vardas27703         Pavarde27703        5     6     6     10    2     6     7     8     7     3     8     4     9     4     1     9     
Vardas27704         Pavarde27704        4     5     6     4     1     1     1     6     7     2     3     6     1     4     6     1     
Vardas27705         Pavarde27705        2     1     10    3     10    6     9     3     2     10    2     9     7     9     8     2     
Vardas27706         Pavarde27706        9     10    7     2     6     10    7     9     8     8     10    7     10    6     3     5     
Vardas27707         Pavarde27707        1     2     10    10    10    8     4     7     3     2     4     8     8     9     3     10    
Vardas27708         Pavarde27708        4     4     7     5     1     3     7     2     1     2     6     3     6     10    2     10    
Vardas27709         Pavarde27709        2     3     8     6     1     5     10    8     7     5     3     3     6     1     9     3     
Vardas27710         Pavarde27710        2     6     10    6     10    5     6     7     9     9     6     10    10    1     10    10    
Vardas27711         Pavarde27711        3     9     9     4     2     2     6     4     9     10    4     10    7     8     5     9     
Vardas27712         Pavarde27712        6     8     8     2     6     10    7     4     3     7     9     4     2     4     3     10    
Vardas27713         Pavarde27713        6     9     10    1     5     5     10    6     1     8     4     8     3     3     10    4     
Vardas27714         Pavarde27714        7     6     6     4     5     1     8     7     8     9     5     1     1     10    9     10    
Vardas27715         Pavarde27715        9     1     1     9     5     1     5     8     10    5     9     3     10    10    8     2     
Vardas27716         Pavarde27716        9     4     3     8     4     4     9     8     7     1     5     6     7     7     6     10    
Vardas27717         Pavarde27717        9     5     10    6     5     3     7     1     8     4     9     1     9     4     5     7     
Vardas27718         Pavarde27718        10    2     2     10    9     6     3     9     10    9     5     1     7     10    2     2     
Vardas27719         Pavarde27719        9     1     7     5     1     4     1     5     6     2     10    9     3     5     7     2     
Vardas27720         Pavarde27720        9     2     7     8     8     1     3     10    5     3     6     10    7     7     5     8     
Vardas27721         Pavarde27721        2     10    2     6     5     5     6     7     10    10    3     5     1     3     6     5     
Vardas27722         Pavarde27722        7     5     10    10    10    6     7     6     3     6     4     7     5     1     4     2     
Vardas27723         Pavarde27723        9     2     10    9     8     4     6     10    6     8     6     6     10    7     5     5     
Vardas27724         Pavarde27724        2     4     1     6     8     2     3     9     2     6     10    7     3     10    1     7     
Vardas27725         Pavarde27725        4     9     8     3     8     3     10    8     5     10    2     4     4     7     3     3     
Vardas27726         Pavarde27726        6     8     2     8     2     8     9     5     2     5     2     4     2     6     5     6     
Vardas27727         Pavarde27727        2     5     10    3     9     1     8     1     6     8     4     2     3     9     4     5     
Vardas27728         Pavarde27728        5     9     1     6     5     2     9     4     8     7     7     8     7     2     5     3     
Vardas27729         Pavarde27729        6     10    6     1     5     8     4     5     3     4     7     7     4     3     3     9     
Vardas27730         Pavarde27730        5     8     6     9     9     10    2     1     3     10    8     9     9     6     8     2     
Vardas27731         Pavarde27731        6     2     1     3     4     5     8     9     9     2     5     10    5     6     5     3     
Vardas27732         Pavarde27732        8     3     1     5     7     7     3     2     7     6     6     6     10    3     4     2     
Vardas27733         Pavarde27733        6     8     6     8     10    1     4     7     1     7     4     10    1     8     6     6     
Vardas27734         Pavarde27734        1     4     7     5     7     9     10    3     9     10    4     1     6     2     4     6     
Vardas27735         Pavarde27735        9     5     6     5     6     8     4     3     7     2     5     6     10    6     9     2     
Vardas27736         Pavarde27736        7     2     1     8     4     9     10    5     6     3     5     9     4     5     9     4     
Vardas27737         Pavarde27737        9     10    4     2     10    6     10    4     10    6     5     9     7     2     10    7     
Vardas27738         Pavarde27738        6     6     6     3     4     8     8     1     9     8     7     3     7     8     2     6     
Vardas27739         Pavarde27739        4     6     2     7     3     3     4     2     4     10    3     6     8     9     2     4     
Vardas27740         Pavarde27740        2     3     4     5     7     6     10    5     1     6     8     3     7     5     8     10    
Vardas27741         Pavarde27741        3     8     3     8     10    10    9     9     1     8     8     5     8     9     6     6     
Vardas27742         Pavarde27742        7     9     3     3     5     10    8     1     9     1     10    1     8     6     3     9     
Vardas27743         Pavarde27743        1     1     9     2     10    2     4     8     8     2     4     1     1     3     7     1     
Vardas27744         Pavarde27744        5     8     10    2     4     8     4     7     7     4     3     8     6     10    2     5     
Vardas27745         Pavarde27745        9     1     4     9     2     3     3     4     10    4     2     6     10    5     5     3     
Vardas27746         Pavarde27746        2     2     2     10    4     2     7     6     10    2     3     6     4     2     9     7     
Vardas27747         Pavarde27747        8     1     2     10    6     6     1     4     10    9     5     3     9     2     6     8     
Vardas27748         Pavarde27748        1     4     2     8     7     1     5     1     1     2     10    1     9     9     7     3     
Vardas27749         Pavarde27749        9     1     7     9     5     6     4     10    6     3     10    6     4     10    5     1     
Vardas27750         Pavarde27750        1     6     1     7     10    5     9     10    8     9     1     10    10    10    1     7     
Vardas27751         Pavarde27751        3     10    3     7     7     6     4     9     8     8     7     4     10    10    3     3     
Vardas27752         Pavarde27752        2     8     3     4     5     9     10    6     8     9     8     1     1     7     4     10    
Vardas27753         Pavarde27753        3     8     10    3     10    8     3     10    6     10    9     8     3     10    5     4     
Vardas27754         Pavarde27754        10    9     7     8     1     4     4     2     10    1     8     9     9     8     2     8     
Vardas27755         Pavarde27755        1     4     1     8     5     2     8     7     3     7     9     7     2     1     6     8     
Vardas27756         Pavarde27756        7     9     4     6     6     4     9     1     6     10    10    7     3     1     9     2     
Vardas27757         Pavarde27757        8     1     10    6     3     4     4     7     8     4     1     1     4     7     1     10    
Vardas27758         Pavarde27758        7     6     5     4     3     1     6     4     3     1     10    2     7     5     5     5     
Vardas27759         Pavarde27759        5     1     9     10    7     4     3     4     10    1     8     10    7     4     4     1     
Vardas27760         Pavarde27760        5     3     2     1     1     9     1     6     1     8     6     1     8     8     9     10    
Vardas27761         Pavarde27761        3     4     3     3     9     8     1     8     6     8     1     6     6     6     3     6     
Vardas27762         Pavarde27762        1     1     6     9     1     3     6     10    5     8     7     4     10    4     5     2     
Vardas27763         Pavarde27763        4     10    7     5     8     5     2     4     6     8     1     10    4     3     1     9     
Vardas27764         Pavarde27764        5     10    2     5     9     7     2     10    3     1     4     9     7     9     10    4     
Vardas27765         Pavarde27765        3     2     4     10    8     6     2     1     7     2     9     7     2     5     9     2     
Vardas27766         Pavarde27766        7     1     9     3     3     9     10    4     3     2     10    9     7     10    7     4     
Vardas27767         Pavarde27767        9     3     8     5     10    7     6     2     6     7     3     4     4     1     5     2     
Vardas27768         Pavarde27768        9     3     5     1     2     10    2     3     6     6     7     7     1     1     3     3     
Vardas27769         Pavarde27769        10    5     5     9     4     7     6     7     10    2     2     9     5     8     9     3     
Vardas27770         Pavarde27770        6     4     7     10    7     2     3     9     2     8     4     1     10    8     3     4     
Vardas27771         Pavarde27771        10    5     2     1     8     3     4     9     5     7     5     5     9     3     5     10    
Vardas27772         Pavarde27772        4     1     7     8     6     7     1     2     3     10    1     9     1     5     2     6     
Vardas27773         Pavarde27773        5     9     6     10    1     4     9     7     8     3     9     6     3     8     4     1     
Vardas27774         Pavarde27774        2     8     9     6     6     5     8     5     2     6     8     7     3     4     1     1     
Vardas27775         Pavarde27775        5     5     10    10    1     2     10    3     5     1     9     2     1     5     4     6     
Vardas27776         Pavarde27776        2     10    3     6     6     5     8     3     3     2     6     6     7     9     1     10    
Vardas27777         Pavarde27777        7     1     4     4     10    2     1     10    5     5     7     8     8     10    4     7     
Vardas27778         Pavarde27778        4     6     2     5     3     9     5     7     2     7     3     8     1     5     8     5     
Vardas27779         Pavarde27779        8     3     3     1     3     9     6     5     6     10    10    7     1     5     3     5     
Vardas27780         Pavarde27780        10    10    2     8     10    6     4     10    2     9     10    10    5     10    5     10    
Vardas27781         Pavarde27781        6     1     5     6     7     8     4     6     7     1     5     10    1     2     4     9     
Vardas27782         Pavarde27782        10    6     2     2     4     9     6     9     9     9     1     7     1     5     2     4     
Vardas27783         Pavarde27783        8     7     4     1     5     8     10    2     3     10    1     2     2     7     8     5     
Vardas27784         Pavarde27784        9     9     9     10    6     4     9     6     9     2     8     1     7     4     4     6     
Vardas27785         Pavarde27785        2     7     2     1     6     7     2     3     6     7     7     1     6     5     10    4     
Vardas27786         Pavarde27786        5     10    8     4     2     8     4     7     1     8     9     6     9     1     2     4     
Vardas27787         Pavarde27787        1     3     7     9     6     1     1     10    2     8     9     3     5     6     4     10    
Vardas27788         Pavarde27788        2     9     4     1     9     2     2     1     8     8     3     4     1     1     2     8     
Vardas27789         Pavarde27789        6     2     1     8     6     8     9     3     9     5     2     8     1     9     1     9     
Vardas27790         Pavarde27790        8     8     4     7     3     6     3     5     5     7     8     4     5     7     5     6     
Vardas27791         Pavarde27791        6     5     2     9     3     5     10    8     9     6     1     6     8     8     2     8     
Vardas27792         Pavarde27792        3     10    8     3     4     7     7     3     6     5     1     4     3     1     5     4     
Vardas27793         Pavarde27793        10    7     6     5     7     8     9     7     6     3     2     7     7     1     8     2     
Vardas27794         Pavarde27794        5     8     1     3     7     2     2     9     8     3     7     9     2     8     2     5     
Vardas27795         Pavarde27795        7     6     2     1     8     1     5     10    3     5     8     8     3     9     1     1     
Vardas27796         Pavarde27796        10    8     8     3     3     6     5     2     4     6     2     10    7     6     8     10    
Vardas27797         Pavarde27797        3     8     4     6     6     3     5     4     8     7     6     9     2     6     2     9     
Vardas27798         Pavarde27798        1     7     6     1     7     9     5     2     6     5     4     10    2     3     8     8     
Vardas27799         Pavarde27799        10    6     1     10    2     2     9     10    7     8     9     5     6     6     2     5     
Vardas27800         Pavarde27800        10    8     5     2     3     9     10    5     5     5     10    2     9     9     1     7     
Vardas27801         Pavarde27801        10    8     7     5     6     10    10    4     7     7     3     6     10    8     1     9     
Vardas27802         Pavarde27802        2     5     7     4     1     7     7     8     3     1     3     5     5     6     7     6     
Vardas27803         Pavarde27803        6     1     8     5     9     6     4     4     4     4     10    1     9     6     3     1     
Vardas27804         Pavarde27804        5     7     2     10    10    7     1     10    1     2     8     8     4     7     4     3     
Vardas27805         Pavarde27805        10    1     7     3     10    3     1     9     4     7     7     8     6     2     8     10    
Vardas27806         Pavarde27806        4     5     3     3     6     10    8     9     2     9     10    5     5     4     1     2     
Vardas27807         Pavarde27807        4     6     6     2     8     2     10    1     9     5     7     10    5     10    7     10    
Vardas27808         Pavarde27808        4     6     10    6     1     3     10    9     8     5     1     2     6     4     2     3     
Vardas27809         Pavarde27809        4     10    4     7     4     3     3     7     8     7     6     8     1     7     5     2     
Vardas27810         Pavarde27810        4     1     5     2     8     10    10    10    7     4     8     10    1     4     3     7     
Vardas27811         Pavarde27811        8     2     10    9     4     5     4     8     10    6     7     8     2     3     1     3     
Vardas27812         Pavarde27812        8     9     7     2     3     7     2     7     9     3     1     8     6     5     9     5     
Vardas27813         Pavarde27813        7     10    7     1     6     9     8     7     2     3     4     3     2     3     4     2     
Vardas27814         Pavarde27814        5     4     1     10    10    4     5     8     7     10    10    8     4     4     4     5     
Vardas27815         Pavarde27815        8     3     6     8     9     4     1     3     7     4     5     9     5     6     6     3     
Vardas27816         Pavarde27816        7     3     4     9     1     5     1     5     2     6     9     4     5     6     4     9     
Vardas27817         Pavarde27817        3     2     2     3     6     8     4     9     8     5     4     9     3     6     9     7     
Vardas27818         Pavarde27818        2     4     2     7     3     4     5     4     9     9     10    6     7     6     5     8     
Vardas27819         Pavarde27819        7     7     7     7     2     3     4     6     6     5     2     9     3     2     4     10    
Vardas27820         Pavarde27820        8     8     10    7     3     1     1     5     6     9     1     9     6     2     4     1     
Vardas27821         Pavarde27821        10    4     2     3     8     5     4     5     2     2     8     5     2     7     9     6     
Vardas27822         Pavarde27822        5     5     6     2     7     2     2     5     9     2     8     9     5     8     5     9     
Vardas27823         Pavarde27823        7     2     8     9     9     7     3     2     10    5     6     10    10    10    1     5     
Vardas27824         Pavarde27824        7     5     9     1     2     8     4     4     4     2     2     1     2     8     3     7     
Vardas27825         Pavarde27825        7     7     1     1     4     2     8     2     8     2     2     8     7     4     1     6     
Vardas27826         Pavarde27826        3     2     5     8     5     9     6     8     10    10    7     7     2     6     4     2     
Vardas27827         Pavarde27827        10    3     3     4     9     1     5     1     2     8     1     7     9     6     5     4     
Vardas27828         Pavarde27828        4     4     2     7     10    7     3     10    2     9     2     7     8     4     2     4     
Vardas27829         Pavarde27829        7     10    7     9     1     2     4     2     7     4     10    9     3     8     9     2     
Vardas27830         Pavarde27830        1     7     3     5     9     8     5     9     3     6     2     5     1     4     9     10    
Vardas27831         Pavarde27831        2     7     6     6     10    2     3     4     9     10    4     9     6     2     3     4     
Vardas27832         Pavarde27832        5     6     2     3     4     10    4     7     1     2     2     5     2     3     8     9     
Vardas27833         Pavarde27833        1     1     10    6     5     6     8     10    4     9     3     2     7     3     7     10    
Vardas27834         Pavarde27834        9     10    6     1     8     4     2     5     6     9     8     8     3     7     4     10    
Vardas27835         Pavarde27835        2     10    3     4     7     4     3     4     1     6     3     9     4     4     6     2     
Vardas27836         Pavarde27836        4     1     1     1     5     1     9     4     5     5     4     9     9     10    8     5     
Vardas27837         Pavarde27837        6     3     3     1     4     7     3     7     10    3     9     5     2     1     4     1     
Vardas27838         Pavarde27838        1     2     2     1     7     1     1     1     9     3     3     6     2     2     2     10    
Vardas27839         Pavarde27839        4     7     1     7     5     6     7     10    2     1     10    7     9     1     3     6     
Vardas27840         Pavarde27840        2     4     4     6     4     5     5     3     3     6     8     6     3     8     6     2     
Vardas27841         Pavarde27841        1     1     6     5     9     8     10    6     4     9     6     2     10    8     5     3     
Vardas27842         Pavarde27842        10    6     1     5     5     10    8     2     2     5     10    3     8     4     4     10    
Vardas27843         Pavarde27843        10    5     2     5     10    5     4     4     9     1     8     8     1     6     5     8     
Vardas27844         Pavarde27844        7     4     8     10    6     9     4     3     5     2     5     10    10    3     7     6     
Vardas27845         Pavarde27845        1     6     2     2     2     10    5     4     6     10    1     3     9     5     5     1     
Vardas27846         Pavarde27846        1     6     10    7     3     5     3     5     1     6     6     6     4     1     8     3     
Vardas27847         Pavarde27847        2     4     3     2     7     5     3     10    9     4     8     3     5     2     9     10    
Vardas27848         Pavarde27848        6     2     7     7     1     5     5     1     2     5     3     7     8     8     7     6     
Vardas27849         Pavarde27849        1     5     8     2     9     3     5     10    1     4     5     1     10    9     3     3     
Vardas27850         Pavarde27850        7     3     9     9     2     3     3     1     4     1     1     6     3     4     8     7     
Vardas27851         Pavarde27851        1     2     10    2     10    2     9     1     2     9     2     6     2     6     7     6     
Vardas27852         Pavarde27852        1     9     8     1     3     8     10    1     4     5     3     2     10    7     5     5     
Vardas27853         Pavarde27853        4     8     2     9     5     3     7     1     8     9     10    10    3     1     1     10    
Vardas27854         Pavarde27854        4     5     7     9     2     1     7     10    3     7     8     8     4     4     7     9     
Vardas27855         Pavarde27855        4     5     9     10    10    4     5     1     7     1     7     10    8     5     5     10    
Vardas27856         Pavarde27856        9     10    4     9     3     10    8     3     7     3     4     9     10    5     6     4     
Vardas27857         Pavarde27857        4     8     7     9     10    10    2     1     8     5     8     4     5     10    1     6     
Vardas27858         Pavarde27858        4     6     4     7     6     9     10    6     7     2     6     6     4     1     2     7     
Vardas27859         Pavarde27859        2     6     2     6     6     6     10    2     10    5     9     10    6     7     6     5     
Vardas27860         Pavarde27860        9     7     2     10    1     4     1     5     7     6     10    10    10    6     10    1     
Vardas27861         Pavarde27861        2     7     1     1     4     1     5     5     1     10    4     2     2     3     4     4     
Vardas27862         Pavarde27862        10    5     10    9     1     4     2     2     10    1     3     10    5     6     4     7     
Vardas27863         Pavarde27863        1     4     9     9     3     7     10    5     6     5     1     5     2     3     5     5     
Vardas27864         Pavarde27864        3     4     10    10    7     6     1     8     3     5     1     6     6     3     8     9     
Vardas27865         Pavarde27865        6     5     4     7     4     8     7     7     3     3     3     3     6     3     3     1     
Vardas27866         Pavarde27866        2     8     10    9     9     6     6     6     7     4     7     9     2     3     10    9     
Vardas27867         Pavarde27867        5     6     6     9     7     6     3     5     7     10    7     9     2     3     3     6     
Vardas27868         Pavarde27868        4     5     3     9     7     1     1     9     4     3     10    10    3     10    8     1     
Vardas27869         Pavarde27869        1     9     3     6     9     5     8     1     6     8     5     8     5     9     1     7     
Vardas27870         Pavarde27870        5     5     4     1     2     3     6     5     10    3     8     9     8     9     10    8     
Vardas27871         Pavarde27871        1     6     7     10    1     5     5     10    8     5     9     7     3     5     8     5     
Vardas27872         Pavarde27872        4     1     7     8     10    8     7     8     2     1     2     7     3     7     9     8     
Vardas27873         Pavarde27873        10    1     6     2     7     4     10    7     2     1     5     5     3     7     6     5     
Vardas27874         Pavarde27874        4     5     1     9     8     1     4     1     9     4     8     6     1     6     1     6     
Vardas27875         Pavarde27875        1     3     9     8     10    4     1     10    10    10    3     5     6     6     5     1     
Vardas27876         Pavarde27876        6     1     8     4     1     3     9     5     8     2     6     5     10    5     8     10    
Vardas27877         Pavarde27877        6     10    10    7     3     10    1     3     6     4     2     6     6     4     1     5     
Vardas27878         Pavarde27878        2     1     10    2     3     6     9     5     2     2     2     7     2     4     7     10    
Vardas27879         Pavarde27879        3     5     9     10    1     4     7     10    2     4     8     5     5     4     5     4     
Vardas27880         Pavarde27880        6     5     2     10    6     8     8     10    9     10    2     10    8     10    2     2     
Vardas27881         Pavarde27881        5     1     6     1     10    1     7     9     10    1     1     2     1     6     2     2     
Vardas27882         Pavarde27882        8     6     1     4     10    9     3     5     6     4     4     1     5     10    8     6     
Vardas27883         Pavarde27883        5     8     6     4     2     6     8     5     1     5     1     10    4     6     7     5     
Vardas27884         Pavarde27884        6     4     2     10    7     2     1     10    1     1     6     10    5     4     7     6     
Vardas27885         Pavarde27885        6     6     7     8     2     7     7     3     7     10    5     5     2     10    7     6     
Vardas27886         Pavarde27886        3     9     4     6     4     1     6     3     10    2     7     10    6     2     3     1     
Vardas27887         Pavarde27887        4     9     5     4     5     1     4     1     4     6     9     6     1     5     9     8     
Vardas27888         Pavarde27888        2     2     7     10    9     5     4     1     6     1     2     10    3     5     3     9     
Vardas27889         Pavarde27889        7     4     1     1     3     8     4     8     7     10    1     1     2     1     7     5     
Vardas27890         Pavarde27890        5     4     3     2     1     8     5     1     2     4     6     2     3     7     6     10    
Vardas27891         Pavarde27891        4     8     8     7     10    7     9     9     1     4     2     6     7     1     4     2     
Vardas27892         Pavarde27892        5     1     10    10    8     10    9     9     2     10    8     2     6     3     10    6     
Vardas27893         Pavarde27893        7     1     7     7     4     1     2     7     5     4     2     10    7     10    5     1     
Vardas27894         Pavarde27894        8     4     3     1     7     6     2     3     5     2     7     3     6     3     9     6     
Vardas27895         Pavarde27895        4     8     10    5     3     10    9     8     1     3     1     8     2     3     1     3     
Vardas27896         Pavarde27896        1     6     5     2     9     10    7     8     8     7     8     4     1     7     3     1     
Vardas27897         Pavarde27897        5     6     3     7     8     7     1     6     2     7     3     3     4     1     2     1     
Vardas27898         Pavarde27898        2     1     7     9     9     8     8     2     10    3     7     6     5     6     10    4     
Vardas27899         Pavarde27899        9     3     2     7     4     2     1     9     8     7     5     9     4     4     7     2     
Vardas27900         Pavarde27900        2     8     1     2     10    9     7     10    6     4     9     3     9     10    4     7     
Vardas27901         Pavarde27901        3     8     10    6     1     9     6     9     7     9     2     2     2     7     7     3     
Vardas27902         Pavarde27902        1     10    10    10    5     3     7     3     5     2     4     4     2     1     6     6     
Vardas27903         Pavarde27903        7     5     2     4     4     2     8     3     8     4     4     8     9     4     6     5     
Vardas27904         Pavarde27904        2     6     7     5     9     9     10    9     10    3     6     1     9     6     3     2     
Vardas27905         Pavarde27905        7     6     3     7     9     10    7     6     10    9     8     6     10    9     3     3     
Vardas27906         Pavarde27906        2     5     9     7     9     9     4     9     3     1     8     7     7     4     10    9     
Vardas27907         Pavarde27907        2     3     9     6     4     8     3     1     8     6     9     8     8     6     3     9     
Vardas27908         Pavarde27908        1     2     1     3     10    10    4     6     4     5     4     3     10    8     6     3     
Vardas27909         Pavarde27909        2     7     6     3     5     9     8     8     3     6     1     8     4     7     5     9     
Vardas27910         Pavarde27910        5     7     2     1     10    9     6     9     5     9     9     4     4     7     8     4     
